route_class,passenger_load,service_profile,shortage_score,trolley_availability,catering_complexity,turnaround_pressure,item_criticality,inventory_category,latent_required_units,latent_available_units,shortage_gap,risk_level,affected_service_area,action_class
short_haul,173,high_turnover,4.49,0.68,6.6,5.65,5.7,mixed_service,37.88,36.95,0.92,LOW,standard_service,monitor_only
medium_haul,149,high_turnover,8.93,0.4,1.27,2.58,6.29,mixed_service,37.46,25.41,12.05,ELEVATED,standard_service,top_up_before_arrival
short_haul,124,standard,4.13,0.39,5.58,1.68,4.44,duty_free,29.23,25.92,3.31,LOW,duty_free,monitor_only
medium_haul,164,business_priority,1.19,0.65,7.21,4.72,6.81,beverage,43.34,31.66,11.68,ELEVATED,beverage,top_up_before_arrival
short_haul,174,high_turnover,4.96,0.73,7.38,7.91,4.83,beverage,38.88,28.73,10.14,HIGH,beverage,replace_trolley_set
long_haul,133,business_priority,3.8,0.37,8.95,5.02,1.05,mixed_service,45.81,18.48,27.33,HIGH,premium_cabin,replace_trolley_set
short_haul,112,business_priority,3.87,0.4,7.77,8.11,2.48,wheelchair_kit,26.17,7.61,18.56,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,114,business_priority,1.83,0.93,2.37,5.14,4.17,duty_free,27.96,48.11,0.0,LOW,duty_free,monitor_only
medium_haul,99,business_priority,2.95,0.34,7.42,4.72,5.78,meal,38.51,16.21,22.3,ELEVATED,meal,top_up_before_arrival
short_haul,102,business_priority,6.36,0.26,5.75,5.27,2.04,duty_free,23.87,18.63,5.23,ELEVATED,duty_free,top_up_before_arrival
short_haul,81,late_rotation,6.18,0.36,7.14,6.72,3.79,mixed_service,30.02,12.73,17.29,HIGH,standard_service,replace_trolley_set
medium_haul,196,standard,4.73,0.32,7.78,7.3,5.27,meal,47.34,18.99,28.36,HIGH,meal,replace_trolley_set
medium_haul,200,standard,5.85,0.82,8.29,4.98,3.36,duty_free,43.4,46.38,0.0,LOW,duty_free,monitor_only
medium_haul,215,business_priority,2.06,0.53,2.58,4.24,4.91,mixed_service,41.72,23.26,18.46,ELEVATED,premium_cabin,top_up_before_arrival
medium_haul,94,late_rotation,7.63,0.85,6.75,1.5,2.41,meal,38.71,48.35,0.0,LOW,meal,monitor_only
long_haul,148,business_priority,3.5,0.47,8.47,8.62,8.31,meal,58.54,23.57,34.97,HIGH,meal,replace_trolley_set
long_haul,131,high_turnover,7.91,0.31,7.24,6.74,2.6,duty_free,44.68,16.12,28.56,HIGH,duty_free,replace_trolley_set
long_haul,116,business_priority,5.84,0.98,7.54,3.14,4.39,duty_free,42.68,48.53,0.0,LOW,duty_free,monitor_only
long_haul,117,business_priority,3.31,0.36,7.72,4.39,6.08,wheelchair_kit,39.89,22.54,17.35,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,140,late_rotation,1.65,0.35,1.35,6.58,1.91,wheelchair_kit,21.55,6.76,14.79,HIGH,wheelchair_kit,replace_trolley_set
short_haul,185,business_priority,3.13,0.62,6.04,3.11,8.77,beverage,42.77,31.73,11.03,ELEVATED,beverage,top_up_before_arrival
long_haul,71,standard,5.82,0.89,3.79,7.04,1.22,meal,35.01,41.56,0.0,ELEVATED,meal,top_up_before_arrival
short_haul,164,business_priority,2.96,0.73,5.18,9.18,4.51,duty_free,31.38,19.99,11.39,HIGH,duty_free,top_up_before_arrival
short_haul,142,late_rotation,5.71,0.69,9.49,7.5,1.54,wheelchair_kit,26.19,31.05,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,212,standard,9.38,0.91,5.27,1.87,5.13,duty_free,47.46,47.73,0.0,LOW,duty_free,monitor_only
long_haul,180,high_turnover,8.22,0.88,7.4,9.28,1.18,beverage,49.97,25.06,24.91,HIGH,beverage,replace_trolley_set
medium_haul,76,business_priority,3.33,0.38,3.94,6.31,1.91,wheelchair_kit,24.56,23.13,1.43,HIGH,wheelchair_kit,replace_trolley_set
long_haul,77,business_priority,3.54,0.57,3.44,1.15,7.77,mixed_service,36.54,36.72,0.0,LOW,premium_cabin,monitor_only
medium_haul,173,high_turnover,7.58,0.89,3.26,8.64,1.04,meal,36.75,31.52,5.24,ELEVATED,meal,top_up_before_arrival
medium_haul,121,business_priority,7.07,0.82,6.2,6.25,8.17,mixed_service,38.5,37.59,0.91,LOW,premium_cabin,monitor_only
short_haul,158,high_turnover,4.22,0.86,7.38,8.07,4.11,mixed_service,36.76,37.87,0.0,LOW,standard_service,monitor_only
short_haul,149,late_rotation,3.28,0.55,1.68,6.82,2.59,beverage,26.87,17.52,9.35,HIGH,beverage,replace_trolley_set
medium_haul,74,late_rotation,2.14,0.95,9.39,8.99,7.53,beverage,36.59,29.31,7.27,ELEVATED,beverage,top_up_before_arrival
short_haul,203,high_turnover,8.01,0.61,1.22,8.15,6.93,duty_free,39.05,25.26,13.78,HIGH,duty_free,replace_trolley_set
long_haul,191,high_turnover,5.79,0.65,7.36,1.8,6.58,duty_free,46.98,40.42,6.56,ELEVATED,duty_free,top_up_before_arrival
short_haul,101,standard,2.88,0.34,3.38,4.83,8.28,mixed_service,26.72,18.97,7.75,HIGH,standard_service,replace_trolley_set
medium_haul,213,standard,9.44,0.74,2.66,7.77,7.27,beverage,46.45,23.04,23.41,HIGH,beverage,replace_trolley_set
medium_haul,159,high_turnover,8.52,0.39,2.63,8.03,1.28,mixed_service,36.51,14.52,21.99,HIGH,standard_service,top_up_before_arrival
medium_haul,183,high_turnover,2.37,0.56,9.37,5.25,1.63,beverage,45.35,26.08,19.26,HIGH,beverage,replace_trolley_set
short_haul,75,late_rotation,3.21,0.94,4.93,6.27,8.47,wheelchair_kit,23.59,39.85,0.0,ELEVATED,wheelchair_kit,monitor_only
long_haul,160,standard,9.51,0.25,4.07,5.15,1.15,mixed_service,40.99,11.65,29.34,HIGH,long_haul_service,replace_trolley_set
short_haul,182,late_rotation,1.74,0.27,4.22,3.7,5.89,wheelchair_kit,29.75,15.18,14.57,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,206,business_priority,7.09,0.86,2.34,7.56,6.84,meal,48.89,33.04,15.85,LOW,meal,monitor_only
short_haul,81,high_turnover,5.57,0.63,2.71,2.67,8.1,wheelchair_kit,23.43,29.92,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,192,business_priority,6.46,0.88,6.43,6.55,5.59,wheelchair_kit,42.6,42.12,0.47,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,174,business_priority,1.4,1.0,4.19,6.31,7.35,meal,40.83,48.47,0.0,ELEVATED,meal,top_up_before_arrival
medium_haul,118,late_rotation,2.8,0.3,1.32,1.92,2.04,meal,31.82,20.0,11.82,ELEVATED,meal,top_up_before_arrival
short_haul,200,business_priority,2.09,0.79,2.02,1.72,3.57,duty_free,32.05,48.99,0.0,LOW,duty_free,monitor_only
long_haul,83,late_rotation,7.31,0.87,7.21,9.11,2.64,meal,44.56,29.96,14.6,HIGH,meal,replace_trolley_set
short_haul,137,business_priority,3.36,0.32,9.47,8.62,2.17,duty_free,30.95,1.42,29.54,HIGH,duty_free,replace_trolley_set
short_haul,116,high_turnover,7.53,0.63,2.61,8.54,1.75,mixed_service,27.04,24.68,2.35,HIGH,standard_service,replace_trolley_set
short_haul,184,late_rotation,0.42,0.29,6.6,7.38,3.28,meal,37.29,7.76,29.53,HIGH,meal,replace_trolley_set
long_haul,118,standard,5.53,0.44,1.98,7.51,1.68,duty_free,33.5,13.32,20.18,HIGH,duty_free,replace_trolley_set
short_haul,180,late_rotation,6.83,0.81,8.48,8.56,8.51,beverage,48.68,29.66,19.02,ELEVATED,beverage,top_up_before_arrival
short_haul,190,standard,0.76,0.76,4.23,8.88,3.5,mixed_service,31.02,30.94,0.08,HIGH,standard_service,top_up_before_arrival
medium_haul,205,high_turnover,2.38,0.29,9.46,4.51,7.36,meal,52.08,21.65,30.43,HIGH,meal,replace_trolley_set
medium_haul,197,late_rotation,2.53,0.87,7.54,2.51,8.19,duty_free,42.82,42.53,0.29,LOW,duty_free,monitor_only
long_haul,217,standard,2.0,0.68,7.96,4.38,4.25,beverage,53.6,38.57,15.03,ELEVATED,beverage,top_up_before_arrival
medium_haul,90,late_rotation,8.5,0.53,2.2,5.26,6.38,wheelchair_kit,26.45,21.37,5.08,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,122,late_rotation,9.78,0.41,8.97,1.82,1.79,meal,46.92,27.16,19.76,ELEVATED,meal,top_up_before_arrival
medium_haul,149,late_rotation,1.98,0.42,9.33,1.85,5.91,duty_free,38.89,25.88,13.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,138,high_turnover,2.98,0.3,5.08,8.33,9.42,meal,37.27,10.64,26.63,HIGH,meal,replace_trolley_set
short_haul,81,business_priority,3.17,0.68,4.37,2.27,9.19,beverage,29.22,34.88,0.0,LOW,beverage,monitor_only
short_haul,116,high_turnover,0.56,0.67,5.93,5.8,2.34,wheelchair_kit,22.84,31.43,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,77,business_priority,3.68,0.3,7.99,1.63,9.39,meal,41.4,21.02,20.38,ELEVATED,meal,top_up_before_arrival
medium_haul,168,high_turnover,0.3,0.26,4.42,4.45,6.69,meal,43.59,12.3,31.3,HIGH,meal,replace_trolley_set
short_haul,171,high_turnover,5.46,1.0,6.06,3.06,5.86,duty_free,33.94,49.3,0.0,LOW,duty_free,monitor_only
short_haul,105,business_priority,8.43,0.3,6.17,4.89,2.31,duty_free,28.79,14.88,13.92,HIGH,duty_free,replace_trolley_set
long_haul,93,late_rotation,1.53,0.58,5.74,5.1,6.43,meal,42.07,28.12,13.95,HIGH,meal,replace_trolley_set
long_haul,126,high_turnover,7.65,0.65,8.82,7.15,5.98,meal,53.62,28.77,24.85,HIGH,meal,replace_trolley_set
short_haul,151,business_priority,7.92,0.48,5.15,3.67,4.4,wheelchair_kit,29.93,26.53,3.41,LOW,wheelchair_kit,monitor_only
medium_haul,166,high_turnover,1.08,0.29,5.78,4.63,5.65,meal,42.86,16.2,26.65,HIGH,meal,replace_trolley_set
short_haul,178,high_turnover,8.88,0.55,1.75,1.09,2.51,mixed_service,32.39,32.43,0.0,ELEVATED,standard_service,top_up_before_arrival
short_haul,126,standard,6.86,0.55,8.35,6.51,3.16,mixed_service,34.58,27.06,7.52,HIGH,standard_service,replace_trolley_set
short_haul,164,standard,3.37,0.31,7.73,3.17,4.54,duty_free,32.78,24.21,8.57,HIGH,duty_free,replace_trolley_set
short_haul,125,late_rotation,7.2,0.55,9.31,7.21,8.26,beverage,40.34,20.37,19.97,HIGH,beverage,replace_trolley_set
short_haul,114,late_rotation,6.62,0.48,6.08,2.15,2.89,meal,34.81,24.74,10.08,ELEVATED,meal,top_up_before_arrival
medium_haul,122,high_turnover,8.76,0.62,7.64,1.94,7.76,beverage,45.73,36.75,8.98,LOW,beverage,monitor_only
short_haul,199,high_turnover,3.68,0.74,4.85,5.43,1.68,mixed_service,33.64,32.59,1.05,ELEVATED,standard_service,top_up_before_arrival
short_haul,217,business_priority,3.3,0.73,2.82,5.94,4.26,meal,42.36,35.55,6.82,ELEVATED,meal,top_up_before_arrival
medium_haul,136,business_priority,3.37,0.77,8.56,5.49,7.79,duty_free,39.68,34.58,5.1,LOW,duty_free,monitor_only
medium_haul,133,high_turnover,9.56,0.9,4.25,5.22,2.72,meal,41.9,37.45,4.46,ELEVATED,meal,top_up_before_arrival
short_haul,73,standard,5.19,0.86,9.21,3.36,2.54,beverage,29.04,44.08,0.0,LOW,beverage,monitor_only
short_haul,79,business_priority,1.19,0.89,5.53,6.18,7.71,meal,30.38,43.33,0.0,LOW,meal,monitor_only
long_haul,153,business_priority,6.7,0.81,8.03,8.59,4.21,wheelchair_kit,47.98,31.43,16.55,HIGH,wheelchair_kit,replace_trolley_set
short_haul,73,standard,0.67,0.75,1.09,4.39,1.71,meal,21.84,31.92,0.0,LOW,meal,monitor_only
medium_haul,91,standard,0.3,0.73,5.5,2.2,6.47,beverage,32.57,39.39,0.0,LOW,beverage,monitor_only
long_haul,195,business_priority,7.08,0.94,7.08,8.43,1.13,mixed_service,49.37,37.38,12.0,HIGH,premium_cabin,replace_trolley_set
long_haul,115,late_rotation,3.79,0.54,1.77,5.64,4.92,mixed_service,37.05,23.69,13.35,HIGH,long_haul_service,top_up_before_arrival
short_haul,153,late_rotation,2.33,0.69,6.32,7.88,5.32,wheelchair_kit,28.22,26.54,1.68,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,96,standard,9.71,0.82,5.23,2.87,2.43,meal,33.88,43.89,0.0,LOW,meal,monitor_only
long_haul,188,high_turnover,9.3,0.55,2.19,2.05,5.97,meal,52.55,32.46,20.09,HIGH,meal,top_up_before_arrival
long_haul,115,high_turnover,9.3,0.78,6.52,8.81,4.18,meal,47.58,27.62,19.95,ELEVATED,meal,top_up_before_arrival
medium_haul,87,business_priority,8.14,0.9,9.0,7.06,2.8,beverage,39.67,32.35,7.32,ELEVATED,beverage,top_up_before_arrival
medium_haul,142,high_turnover,3.59,0.56,6.55,8.58,1.35,wheelchair_kit,34.16,17.89,16.27,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,109,standard,0.37,0.65,5.3,7.91,6.85,beverage,39.03,27.71,11.31,HIGH,beverage,replace_trolley_set
medium_haul,187,high_turnover,4.3,0.7,8.99,1.67,8.48,beverage,48.2,42.16,6.05,LOW,beverage,monitor_only
long_haul,74,standard,5.01,0.75,9.39,9.12,4.31,beverage,45.34,35.64,9.7,ELEVATED,beverage,top_up_before_arrival
short_haul,131,standard,2.06,0.45,1.6,7.76,6.58,beverage,28.54,22.01,6.52,HIGH,beverage,replace_trolley_set
long_haul,119,standard,1.86,0.81,7.23,1.37,1.66,duty_free,37.69,43.42,0.0,LOW,duty_free,monitor_only
long_haul,199,high_turnover,7.37,0.73,6.39,4.99,5.5,duty_free,48.63,33.96,14.67,HIGH,duty_free,replace_trolley_set
short_haul,97,late_rotation,4.98,0.44,2.27,7.56,5.12,duty_free,22.36,14.46,7.9,HIGH,duty_free,replace_trolley_set
medium_haul,91,business_priority,8.6,0.32,3.5,8.6,1.85,meal,39.12,13.76,25.36,HIGH,meal,replace_trolley_set
medium_haul,93,late_rotation,2.54,0.28,8.91,7.55,3.33,mixed_service,37.31,11.31,26.01,HIGH,standard_service,replace_trolley_set
short_haul,142,late_rotation,5.85,0.51,2.49,2.55,7.0,meal,35.72,25.86,9.86,ELEVATED,meal,top_up_before_arrival
medium_haul,168,standard,0.48,0.56,4.5,7.92,7.24,mixed_service,37.5,24.38,13.12,HIGH,standard_service,replace_trolley_set
medium_haul,174,business_priority,3.66,0.37,1.49,8.79,8.1,mixed_service,37.13,12.61,24.51,HIGH,premium_cabin,replace_trolley_set
short_haul,198,late_rotation,6.76,0.85,2.36,8.86,1.75,meal,36.78,35.81,0.97,ELEVATED,meal,top_up_before_arrival
medium_haul,178,late_rotation,8.73,0.46,9.42,8.02,5.13,meal,53.56,13.07,40.5,HIGH,meal,replace_trolley_set
short_haul,216,standard,1.82,0.97,3.8,2.55,6.72,meal,42.72,47.49,0.0,LOW,meal,monitor_only
medium_haul,95,business_priority,2.2,0.79,3.64,8.61,5.79,duty_free,30.69,34.95,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,76,high_turnover,3.02,0.67,3.83,2.34,4.83,duty_free,22.6,36.67,0.0,LOW,duty_free,monitor_only
short_haul,196,high_turnover,0.83,0.4,3.89,8.44,1.65,meal,34.38,19.2,15.18,HIGH,meal,replace_trolley_set
medium_haul,96,high_turnover,3.15,0.93,6.78,3.35,7.07,mixed_service,34.02,48.93,0.0,LOW,standard_service,monitor_only
short_haul,117,standard,5.06,0.27,1.7,2.35,1.4,duty_free,19.54,19.8,0.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,114,business_priority,3.84,1.0,8.01,1.45,1.47,duty_free,33.51,55.44,0.0,LOW,duty_free,monitor_only
long_haul,112,business_priority,4.43,0.82,8.16,6.37,8.85,wheelchair_kit,40.84,38.86,1.98,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,123,standard,6.25,0.94,8.31,4.6,2.72,beverage,39.69,48.55,0.0,LOW,beverage,monitor_only
short_haul,79,late_rotation,4.36,0.9,2.23,7.17,2.11,duty_free,18.19,38.82,0.0,LOW,duty_free,monitor_only
long_haul,188,high_turnover,8.57,0.46,8.6,8.86,4.46,duty_free,51.26,8.02,43.24,HIGH,duty_free,replace_trolley_set
short_haul,194,business_priority,3.82,0.81,9.25,8.34,3.17,beverage,42.83,31.19,11.64,ELEVATED,beverage,monitor_only
medium_haul,195,standard,9.54,0.25,3.34,2.81,2.04,duty_free,39.55,18.13,21.42,HIGH,duty_free,replace_trolley_set
short_haul,208,high_turnover,8.16,0.85,2.0,7.5,4.62,beverage,39.71,36.04,3.67,ELEVATED,beverage,top_up_before_arrival
medium_haul,140,late_rotation,6.84,0.25,2.17,3.02,4.88,beverage,37.76,16.95,20.81,ELEVATED,beverage,top_up_before_arrival
short_haul,113,late_rotation,1.19,0.45,5.09,4.42,2.53,duty_free,24.83,20.51,4.31,ELEVATED,duty_free,top_up_before_arrival
medium_haul,153,standard,4.66,0.85,4.71,2.85,6.24,mixed_service,39.63,47.19,0.0,LOW,standard_service,monitor_only
medium_haul,112,standard,8.2,0.56,8.57,9.08,3.85,duty_free,37.4,22.71,14.69,HIGH,duty_free,replace_trolley_set
short_haul,78,standard,4.71,0.67,2.87,8.37,9.06,duty_free,20.03,24.73,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,212,standard,0.83,0.63,1.41,8.39,7.16,meal,41.18,30.1,11.08,ELEVATED,meal,top_up_before_arrival
short_haul,201,standard,9.29,0.26,4.86,1.66,1.24,wheelchair_kit,32.75,20.64,12.11,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,168,late_rotation,5.3,0.44,1.12,2.94,1.18,mixed_service,28.74,23.16,5.59,ELEVATED,standard_service,top_up_before_arrival
medium_haul,146,business_priority,8.4,0.68,5.35,9.45,6.32,beverage,43.75,23.27,20.48,HIGH,beverage,replace_trolley_set
short_haul,86,business_priority,1.7,0.34,4.93,5.47,3.78,mixed_service,26.12,17.18,8.94,HIGH,premium_cabin,replace_trolley_set
short_haul,192,standard,4.84,0.46,1.52,8.77,8.19,duty_free,32.55,9.8,22.76,HIGH,duty_free,replace_trolley_set
medium_haul,152,high_turnover,4.86,0.58,5.25,6.06,6.18,beverage,40.93,23.24,17.69,HIGH,beverage,replace_trolley_set
short_haul,163,standard,9.0,0.78,5.75,7.54,4.78,wheelchair_kit,33.05,32.54,0.51,LOW,wheelchair_kit,monitor_only
medium_haul,104,late_rotation,2.05,0.39,7.05,5.28,3.57,meal,37.9,21.25,16.65,ELEVATED,meal,top_up_before_arrival
long_haul,152,late_rotation,6.73,0.5,3.7,2.47,8.31,beverage,48.27,22.65,25.62,HIGH,beverage,replace_trolley_set
short_haul,103,late_rotation,4.32,0.72,5.4,1.51,4.28,duty_free,26.68,35.09,0.0,LOW,duty_free,monitor_only
long_haul,87,late_rotation,4.57,0.81,5.5,3.22,7.24,duty_free,38.01,37.69,0.32,ELEVATED,duty_free,top_up_before_arrival
short_haul,98,standard,4.15,0.82,9.4,9.09,1.13,wheelchair_kit,23.93,27.05,0.0,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,189,high_turnover,3.05,0.98,6.89,3.61,3.22,duty_free,37.62,46.54,0.0,LOW,duty_free,monitor_only
medium_haul,73,standard,9.41,0.57,3.61,6.86,8.06,beverage,35.09,25.98,9.11,ELEVATED,beverage,top_up_before_arrival
medium_haul,171,late_rotation,0.65,0.98,2.51,9.45,4.26,meal,38.33,35.06,3.27,LOW,meal,monitor_only
short_haul,156,high_turnover,6.52,0.65,1.41,7.53,7.0,wheelchair_kit,28.03,23.51,4.53,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,210,high_turnover,3.99,0.54,2.99,2.68,1.36,meal,40.02,30.95,9.07,LOW,meal,monitor_only
short_haul,135,late_rotation,1.65,0.26,2.73,3.7,3.03,wheelchair_kit,21.12,10.5,10.63,HIGH,wheelchair_kit,replace_trolley_set
short_haul,98,standard,6.85,0.44,4.34,3.26,6.94,mixed_service,29.95,26.65,3.31,ELEVATED,standard_service,top_up_before_arrival
medium_haul,190,standard,2.58,0.79,7.08,3.6,9.42,duty_free,39.69,40.83,0.0,ELEVATED,duty_free,monitor_only
medium_haul,181,late_rotation,0.49,0.89,1.89,3.78,6.06,meal,40.22,37.78,2.44,LOW,meal,monitor_only
short_haul,216,high_turnover,3.78,0.62,2.11,7.04,6.24,mixed_service,34.58,18.04,16.53,ELEVATED,standard_service,top_up_before_arrival
medium_haul,177,standard,8.25,0.4,9.48,3.58,4.15,mixed_service,47.75,26.08,21.66,HIGH,standard_service,replace_trolley_set
medium_haul,207,standard,4.93,0.95,4.94,4.09,6.16,duty_free,40.1,54.25,0.0,LOW,duty_free,monitor_only
short_haul,194,business_priority,8.47,0.77,2.19,7.98,6.69,meal,42.33,31.99,10.34,ELEVATED,meal,monitor_only
long_haul,100,business_priority,5.64,0.5,5.98,7.82,4.83,beverage,41.89,22.37,19.52,HIGH,beverage,replace_trolley_set
long_haul,73,late_rotation,3.67,0.93,4.04,5.34,8.79,meal,41.52,38.7,2.82,LOW,meal,monitor_only
short_haul,164,standard,4.37,0.38,5.35,6.42,3.27,mixed_service,33.35,11.79,21.56,HIGH,standard_service,replace_trolley_set
short_haul,100,high_turnover,7.75,0.7,4.43,1.15,8.44,mixed_service,30.96,40.79,0.0,LOW,standard_service,monitor_only
medium_haul,120,business_priority,1.22,0.82,8.5,4.96,5.47,meal,38.96,36.92,2.04,ELEVATED,meal,monitor_only
medium_haul,116,standard,8.97,0.93,5.17,7.82,9.39,wheelchair_kit,36.18,36.08,0.11,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,209,standard,6.16,1.0,7.46,3.63,8.21,beverage,54.93,49.38,5.56,LOW,beverage,monitor_only
medium_haul,175,standard,0.93,0.34,9.31,4.12,4.71,duty_free,39.47,16.59,22.89,HIGH,duty_free,replace_trolley_set
medium_haul,129,business_priority,2.65,0.57,3.03,8.9,3.4,meal,39.11,19.24,19.87,HIGH,meal,replace_trolley_set
medium_haul,194,standard,3.27,0.47,6.37,3.28,8.22,wheelchair_kit,38.79,25.14,13.66,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,84,high_turnover,9.56,0.47,7.97,2.19,7.23,meal,51.69,28.72,22.97,HIGH,meal,top_up_before_arrival
long_haul,79,standard,0.49,0.47,5.73,2.96,8.31,meal,42.62,28.58,14.04,HIGH,meal,replace_trolley_set
medium_haul,143,late_rotation,0.47,0.67,1.63,8.9,2.37,meal,38.53,23.63,14.91,HIGH,meal,top_up_before_arrival
short_haul,121,business_priority,6.06,0.86,9.25,7.26,8.3,duty_free,34.68,43.73,0.0,LOW,duty_free,monitor_only
short_haul,115,late_rotation,5.71,0.36,3.45,3.18,8.02,wheelchair_kit,28.55,24.36,4.19,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,200,standard,3.43,0.71,5.86,5.86,4.89,duty_free,37.91,30.17,7.75,HIGH,duty_free,top_up_before_arrival
short_haul,112,standard,1.8,0.35,3.07,4.12,6.61,wheelchair_kit,21.81,20.91,0.9,HIGH,wheelchair_kit,top_up_before_arrival
medium_haul,106,late_rotation,8.52,0.81,3.95,5.84,7.58,beverage,37.74,32.09,5.65,LOW,beverage,monitor_only
short_haul,88,late_rotation,3.86,0.51,5.46,2.13,5.82,meal,33.32,24.38,8.94,LOW,meal,monitor_only
long_haul,120,business_priority,4.5,0.94,2.84,9.15,4.25,meal,47.16,26.57,20.59,HIGH,meal,replace_trolley_set
short_haul,111,late_rotation,4.92,0.52,5.46,1.15,5.95,duty_free,30.93,34.63,0.0,ELEVATED,duty_free,monitor_only
medium_haul,194,late_rotation,8.82,0.34,1.88,8.29,7.6,mixed_service,43.32,9.23,34.09,HIGH,standard_service,replace_trolley_set
short_haul,205,high_turnover,5.69,0.46,3.88,2.56,3.71,beverage,37.49,28.28,9.2,ELEVATED,beverage,top_up_before_arrival
medium_haul,113,high_turnover,9.21,0.92,4.17,7.75,2.3,mixed_service,33.29,41.32,0.0,ELEVATED,standard_service,top_up_before_arrival
short_haul,139,standard,7.05,0.6,7.18,4.65,7.51,duty_free,35.47,29.45,6.02,ELEVATED,duty_free,top_up_before_arrival
short_haul,87,business_priority,1.91,0.73,7.81,2.45,7.89,mixed_service,31.63,43.5,0.0,LOW,premium_cabin,monitor_only
medium_haul,189,high_turnover,6.09,0.96,2.56,4.74,1.21,wheelchair_kit,32.92,46.31,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,74,business_priority,7.68,0.47,6.81,9.05,4.59,wheelchair_kit,37.33,8.73,28.6,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,116,business_priority,6.82,0.93,6.52,4.14,3.61,beverage,38.67,49.45,0.0,LOW,beverage,monitor_only
short_haul,212,business_priority,8.11,0.84,5.51,6.53,9.36,meal,53.29,37.34,15.94,ELEVATED,meal,top_up_before_arrival
short_haul,214,standard,5.87,0.26,7.53,1.48,6.01,meal,44.45,22.17,22.28,HIGH,meal,top_up_before_arrival
long_haul,102,standard,8.7,0.27,1.65,3.6,4.29,wheelchair_kit,33.35,18.2,15.15,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,123,high_turnover,2.08,0.83,6.6,5.47,6.61,duty_free,36.69,39.26,0.0,LOW,duty_free,monitor_only
medium_haul,132,late_rotation,4.07,0.71,4.46,2.39,5.35,mixed_service,36.3,36.19,0.12,ELEVATED,standard_service,monitor_only
