passenger_load,arrival_delay,gate_congestion,malfunction_count,malfunction_severity,inventory_shortage,aircraft_type,route_class,assistance_request,refueling_required,weather_disturbance,maintenance_duration_proxy,catering_duration_proxy,cleaning_duration_proxy,boarding_duration_proxy,refueling_duration_proxy,dominant_bottleneck
217,16,2.29,1,3.5,5.01,B737-800,medium_haul,False,True,4.42,16.54,18.94,19.93,18.8,20.31,Refueling
200,47,7.22,2,4.67,0.75,E195-E2,short_haul,False,True,5.14,24.36,17.73,22.79,22.05,23.86,Maintenance
141,63,7.83,2,4.64,3.08,B737-800,short_haul,False,True,4.14,26.78,19.22,22.44,22.39,24.34,Maintenance
174,39,8.07,1,2.25,2.39,A321,short_haul,False,True,7.3,19.39,18.28,23.36,22.57,26.31,Refueling
189,69,4.88,2,3.13,2.27,E195-E2,long_haul,False,True,1.63,17.21,20.6,23.76,23.92,21.76,Boarding
217,25,4.92,1,2.77,0.64,B737-800,short_haul,True,False,0.14,16.91,13.65,22.26,23.57,10.47,Boarding
199,57,5.21,1,4.73,6.14,A320neo,medium_haul,False,True,6.27,22.88,23.35,22.58,23.53,23.13,Boarding
112,29,5.27,2,1.79,2.85,E195-E2,medium_haul,False,True,4.33,15.31,17.09,18.52,19.47,22.5,Refueling
94,7,4.61,1,3.42,7.13,E195-E2,short_haul,False,True,3.11,16.33,23.44,14.44,16.8,19.67,Catering
101,83,7.42,1,4.18,8.61,A320neo,medium_haul,True,True,0.01,19.11,24.65,22.67,23.68,19.22,Catering
141,45,9.06,1,0.99,5.59,A321,short_haul,True,True,1.22,12.32,22.24,22.94,23.83,20.63,Boarding
187,67,6.8,3,5.26,5.22,E195-E2,medium_haul,False,True,7.82,28.88,23.82,25.27,23.5,26.07,Maintenance
97,81,1.3,1,3.59,4.9,E195-E2,medium_haul,False,True,5.7,19.07,17.49,18.12,18.32,23.65,Refueling
79,32,5.0,1,6.61,9.52,B737-800,short_haul,True,True,7.72,28.59,24.47,15.82,19.97,24.97,Maintenance
204,41,7.59,1,2.65,2.79,A320neo,medium_haul,False,False,3.77,15.9,20.23,25.66,24.57,15.72,Cleaning
179,61,3.55,1,1.6,1.6,A320neo,short_haul,False,False,7.9,17.6,15.12,21.6,22.49,21.05,Boarding
206,77,2.66,0,0.0,4.09,B737-800,long_haul,False,True,5.94,9.81,22.57,25.12,24.85,25.16,Refueling
191,14,8.54,1,7.42,8.27,A320neo,medium_haul,True,True,7.19,30.85,27.36,22.05,24.56,25.66,Maintenance
107,16,7.84,1,4.04,7.56,A321,medium_haul,False,True,6.83,22.16,22.79,17.62,20.59,26.77,Refueling
130,25,2.59,2,5.41,4.49,B737-800,short_haul,True,True,4.6,28.14,18.48,16.97,18.61,17.29,Maintenance
212,32,4.58,1,0.0,2.98,E195-E2,long_haul,False,True,2.73,11.4,24.92,24.53,20.96,18.2,Catering
168,39,8.3,0,3.49,0.83,E195-E2,short_haul,True,True,4.99,17.71,16.0,20.01,24.92,20.86,Boarding
201,53,5.17,5,6.0,0.71,A320neo,medium_haul,False,False,2.55,30.1,17.08,24.0,22.53,15.99,Maintenance
197,49,1.49,2,2.01,0.35,A320neo,short_haul,True,True,5.25,17.81,15.24,21.66,20.66,20.2,Cleaning
136,55,7.44,1,6.31,7.98,B737-800,medium_haul,True,True,6.41,25.74,24.11,20.55,23.82,26.36,Refueling
100,35,8.3,2,2.81,1.27,A320neo,short_haul,False,True,6.65,21.17,13.17,18.56,20.34,24.58,Refueling
168,65,5.21,0,3.65,1.94,E195-E2,medium_haul,True,False,6.75,19.59,17.37,23.71,23.56,20.62,Cleaning
116,69,6.98,1,5.14,1.06,B737-800,short_haul,False,True,5.78,24.14,15.76,22.81,20.21,25.1,Refueling
148,52,5.47,3,6.44,8.04,A321,medium_haul,False,True,5.7,29.31,27.26,21.42,19.67,25.5,Maintenance
146,41,1.71,2,4.9,6.14,A320neo,medium_haul,True,True,4.88,24.45,22.27,18.79,20.13,22.16,Maintenance
186,34,6.13,2,1.56,6.26,A321,short_haul,False,True,6.92,16.21,23.76,23.98,21.99,25.92,Refueling
199,50,5.15,1,4.65,5.7,E195-E2,short_haul,False,True,2.11,20.82,24.37,22.94,23.53,18.94,Catering
150,26,4.55,2,7.66,5.92,A321,medium_haul,True,True,4.99,29.44,25.39,21.74,23.15,22.77,Maintenance
167,13,8.86,2,6.55,1.99,A321,medium_haul,False,True,5.64,30.65,18.54,19.75,22.34,25.36,Maintenance
213,75,9.43,1,2.97,2.77,B737-800,long_haul,False,False,0.17,17.73,24.91,23.98,27.19,14.79,Boarding
206,77,8.25,2,3.48,8.83,A320neo,short_haul,False,True,2.07,22.22,29.55,25.61,25.92,23.12,Catering
110,62,4.54,2,4.5,9.09,B737-800,medium_haul,False,True,2.52,24.58,24.3,23.66,19.12,22.6,Maintenance
201,24,5.74,0,0.71,7.68,A320neo,short_haul,True,True,3.84,14.27,27.1,20.99,24.25,19.19,Catering
88,24,2.42,0,0.27,1.82,A320neo,medium_haul,True,True,0.29,5.81,15.24,17.73,17.92,14.95,Boarding
170,79,3.81,2,4.91,4.61,E195-E2,short_haul,True,False,0.89,23.54,20.01,22.25,23.36,14.5,Maintenance
88,62,8.69,1,4.12,2.88,B737-800,short_haul,True,True,1.76,18.71,15.21,18.75,24.22,20.21,Boarding
133,79,0.91,1,3.98,4.16,A321,medium_haul,False,True,4.16,23.34,17.85,19.12,18.27,20.0,Maintenance
212,50,2.65,2,4.34,2.83,B737-800,short_haul,True,True,7.09,24.03,17.5,21.81,21.1,23.38,Maintenance
208,0,0.61,3,1.55,2.17,A321,medium_haul,False,True,6.75,19.32,19.78,21.45,19.62,18.78,Cleaning
156,38,2.55,2,4.36,7.86,A321,medium_haul,False,True,3.76,23.91,24.2,19.35,18.36,19.52,Catering
72,61,9.1,3,2.03,6.23,A320neo,short_haul,False,True,5.37,21.54,22.23,19.02,21.52,26.02,Refueling
176,36,4.66,1,4.74,0.99,B737-800,short_haul,False,True,1.78,20.7,14.1,22.99,21.43,16.4,Cleaning
105,42,1.35,3,5.71,5.49,A321,long_haul,False,True,5.51,26.82,22.01,16.54,16.88,24.63,Maintenance
160,84,6.6,2,5.25,5.59,B737-800,medium_haul,False,True,5.6,25.86,23.59,23.75,23.52,26.29,Refueling
169,33,4.2,1,4.51,9.36,E195-E2,short_haul,False,True,4.41,20.0,25.63,20.47,20.23,20.91,Catering
162,52,8.19,2,3.04,6.19,E195-E2,short_haul,False,True,4.32,20.03,24.27,21.62,22.7,24.16,Catering
89,28,7.84,3,6.07,5.77,B737-800,medium_haul,False,True,2.1,30.45,20.62,17.62,20.91,23.5,Maintenance
161,66,2.62,0,0.0,4.32,A320neo,long_haul,False,True,7.64,11.28,20.53,24.27,20.93,23.28,Cleaning
138,48,2.61,2,0.0,2.66,A320neo,medium_haul,False,True,5.92,15.73,17.86,18.33,19.13,24.51,Refueling
152,78,4.85,1,3.96,2.28,B737-800,long_haul,False,True,0.74,16.81,17.79,22.17,22.53,20.32,Boarding
215,60,1.13,1,4.66,6.99,B737-800,long_haul,True,True,0.34,20.82,26.84,25.57,21.91,13.97,Catering
154,56,8.37,0,4.97,5.29,A320neo,short_haul,True,False,1.38,19.0,21.73,21.22,25.48,14.71,Boarding
208,28,4.17,1,3.55,2.83,A321,long_haul,False,True,2.24,14.22,20.3,22.3,22.7,19.48,Boarding
198,33,2.65,0,5.54,7.39,A321,medium_haul,False,False,3.12,20.63,24.93,19.87,22.24,14.46,Catering
136,64,8.32,1,5.06,0.1,A320neo,long_haul,False,True,6.24,26.15,15.72,22.68,24.52,23.9,Maintenance
131,22,6.11,1,2.32,7.08,A321,medium_haul,True,False,4.21,18.0,23.12,20.0,22.01,14.94,Catering
200,32,5.6,5,1.92,3.18,A321,long_haul,False,True,3.41,20.81,22.24,26.06,23.33,22.03,Cleaning
146,81,5.62,3,3.28,7.05,A320neo,short_haul,False,True,5.5,24.99,24.42,24.6,23.7,23.44,Maintenance
148,45,5.97,2,5.35,2.1,B737-800,short_haul,False,True,3.95,26.27,16.7,19.51,21.02,20.21,Maintenance
199,46,3.28,1,0.6,7.1,A320neo,short_haul,False,True,2.73,11.17,22.88,20.92,20.51,17.85,Catering
75,75,6.41,1,4.86,6.76,A321,short_haul,False,True,7.8,25.2,22.73,18.92,19.14,28.83,Refueling
206,35,5.67,2,6.6,8.02,A320neo,short_haul,False,False,6.44,27.46,28.33,21.95,22.63,17.0,Catering
103,31,7.78,0,2.33,2.12,E195-E2,medium_haul,False,True,4.54,14.72,16.24,21.15,22.05,20.97,Boarding
215,74,2.34,0,1.9,4.58,E195-E2,long_haul,False,True,4.79,12.46,24.68,24.88,22.32,19.7,Cleaning
107,8,8.92,3,6.93,5.62,E195-E2,medium_haul,False,False,1.87,28.86,21.84,16.58,19.91,13.31,Maintenance
82,52,5.31,3,3.93,4.27,E195-E2,long_haul,True,True,7.28,24.6,19.65,18.71,23.0,24.28,Maintenance
107,83,8.9,1,2.05,6.19,A321,medium_haul,False,True,0.15,14.84,22.4,21.93,25.12,21.92,Boarding
139,1,8.65,2,4.88,6.96,B737-800,medium_haul,True,False,0.35,24.03,23.69,16.87,20.79,10.97,Maintenance
114,67,4.01,2,2.29,8.27,E195-E2,long_haul,False,True,6.05,20.04,26.23,22.41,19.09,22.11,Catering
169,50,2.06,2,5.04,4.64,B737-800,long_haul,False,True,0.74,22.23,19.86,22.55,20.31,15.59,Cleaning
212,71,3.02,1,3.39,3.34,A321,medium_haul,False,True,2.79,18.47,20.74,24.61,21.77,22.47,Cleaning
201,44,4.54,3,2.5,4.71,A321,medium_haul,True,True,6.11,21.65,22.03,22.12,22.43,26.69,Refueling
122,84,2.86,1,5.62,4.34,A321,long_haul,False,True,6.29,24.67,19.97,24.53,20.08,26.87,Refueling
196,83,1.62,0,4.25,6.12,E195-E2,long_haul,True,True,0.8,17.17,24.58,26.44,24.25,18.13,Cleaning
196,56,1.67,2,5.61,0.09,B737-800,medium_haul,False,True,3.08,25.35,14.68,23.58,19.09,19.07,Maintenance
106,58,7.42,1,2.45,1.08,A320neo,medium_haul,False,True,6.42,19.02,13.6,21.57,19.46,26.42,Refueling
181,50,2.53,2,3.92,0.08,A320neo,medium_haul,False,True,5.97,22.07,11.83,21.15,20.62,22.36,Refueling
212,37,3.24,3,1.31,5.17,E195-E2,short_haul,False,False,2.23,14.82,21.56,20.39,22.15,12.04,Boarding
106,33,4.91,0,2.42,4.74,A321,short_haul,False,True,7.98,14.36,19.4,19.8,17.16,23.69,Refueling
128,77,2.91,1,4.45,4.38,B737-800,long_haul,True,True,6.96,20.3,21.86,23.77,22.55,24.53,Refueling
99,13,3.3,0,5.21,6.6,A321,medium_haul,False,True,6.22,22.71,23.29,14.61,12.71,22.5,Catering
148,41,4.76,1,2.32,9.38,B737-800,short_haul,True,True,6.14,19.3,26.75,19.53,21.11,24.76,Catering
173,58,4.73,1,0.0,9.48,A320neo,medium_haul,False,False,4.39,12.11,30.71,24.39,22.35,15.15,Catering
164,55,8.28,0,3.43,0.92,A321,short_haul,False,True,0.72,16.77,15.13,20.76,23.62,20.05,Boarding
207,51,4.77,1,5.66,5.98,E195-E2,long_haul,False,True,7.46,28.02,25.95,25.12,24.42,25.33,Maintenance
146,3,2.84,2,2.9,1.18,B737-800,medium_haul,False,True,1.01,16.63,14.34,19.43,15.95,16.21,Cleaning
96,59,4.47,3,3.13,4.84,E195-E2,long_haul,False,True,2.96,23.39,20.58,21.84,20.12,18.3,Maintenance
187,58,5.52,0,3.19,5.49,E195-E2,long_haul,False,True,6.78,16.58,24.27,20.61,23.56,27.0,Refueling
105,21,2.54,1,4.62,0.89,B737-800,short_haul,False,False,2.51,21.45,11.3,16.54,15.72,13.14,Maintenance
170,31,4.02,1,3.19,7.88,B737-800,short_haul,True,True,4.95,20.58,24.57,20.66,18.89,22.67,Catering
110,82,0.93,1,4.32,0.38,A320neo,short_haul,True,True,0.61,19.3,11.63,19.43,20.52,16.52,Boarding
166,35,7.48,2,2.85,7.98,A320neo,short_haul,True,True,5.06,18.52,25.31,21.45,22.46,22.66,Catering
191,59,8.67,5,4.6,8.76,B737-800,medium_haul,False,True,4.68,30.75,28.3,25.99,25.3,21.4,Maintenance
185,70,2.48,2,1.46,5.66,A321,short_haul,False,True,4.45,14.5,20.22,22.72,21.14,20.11,Cleaning
76,5,4.42,2,2.34,5.64,E195-E2,long_haul,False,True,2.75,17.49,20.25,16.61,15.25,17.36,Catering
100,5,0.72,1,4.01,2.19,E195-E2,short_haul,False,True,0.71,19.13,13.64,15.44,12.67,14.63,Maintenance
180,61,8.53,1,2.8,8.98,E195-E2,short_haul,False,True,7.5,21.07,29.41,23.88,24.7,27.92,Catering
114,9,5.23,1,2.48,0.71,E195-E2,short_haul,False,True,6.75,16.92,11.07,16.41,18.16,21.49,Refueling
174,53,5.12,2,2.35,5.15,E195-E2,short_haul,False,True,6.02,18.11,22.39,24.02,22.9,23.37,Cleaning
115,16,5.44,1,3.81,3.96,E195-E2,medium_haul,True,True,6.9,20.6,16.7,18.7,20.54,26.0,Refueling
147,21,2.52,3,5.19,6.83,A321,short_haul,False,False,0.9,27.27,22.56,18.17,17.01,12.14,Maintenance
138,66,1.86,0,4.55,0.74,A320neo,short_haul,False,True,1.51,17.49,14.7,20.19,18.86,20.07,Cleaning
131,72,1.23,0,3.35,5.07,A320neo,medium_haul,True,False,0.86,15.58,22.75,16.31,22.75,12.17,Boarding
71,10,5.8,3,5.72,3.65,A320neo,long_haul,False,True,2.49,25.7,17.68,15.65,17.22,20.23,Maintenance
137,53,8.7,2,7.5,4.91,A320neo,short_haul,True,True,6.28,32.91,21.07,22.92,23.15,26.89,Maintenance
157,41,5.36,2,6.59,2.13,B737-800,medium_haul,False,True,3.72,26.85,17.03,22.68,22.92,21.58,Maintenance
87,53,1.68,4,6.51,7.15,E195-E2,long_haul,False,True,3.24,31.5,23.76,21.39,18.15,21.38,Maintenance
97,11,6.39,1,3.52,3.56,B737-800,long_haul,False,True,6.66,20.22,17.85,17.54,19.72,20.97,Refueling
88,33,7.62,0,3.61,0.73,E195-E2,short_haul,False,True,1.25,17.0,13.01,19.36,18.42,19.28,Cleaning
88,11,9.45,2,2.96,3.16,E195-E2,medium_haul,False,True,6.49,19.46,18.25,19.57,20.03,25.84,Refueling
172,13,4.53,1,3.98,4.21,E195-E2,long_haul,False,True,5.99,20.31,22.71,19.96,20.28,21.81,Catering
199,9,2.87,0,3.7,4.41,A321,medium_haul,False,True,6.31,17.75,22.33,21.23,20.57,21.05,Catering
137,54,6.86,1,2.54,3.23,B737-800,medium_haul,False,True,4.97,17.14,18.05,19.19,21.55,26.76,Refueling
74,75,2.01,1,2.37,3.73,A320neo,short_haul,False,True,4.62,16.02,17.54,18.05,18.23,21.67,Refueling
136,5,5.11,1,4.25,3.71,B737-800,short_haul,False,False,3.86,20.48,16.4,18.83,18.01,14.72,Maintenance
136,50,5.66,4,6.63,1.85,E195-E2,medium_haul,False,False,6.02,32.39,15.99,22.74,18.54,15.44,Maintenance
73,24,2.39,5,7.68,4.0,B737-800,short_haul,False,True,5.2,35.19,17.49,14.5,14.32,19.8,Maintenance
93,34,6.13,0,1.94,4.66,B737-800,short_haul,False,True,5.89,14.17,18.71,18.88,17.66,23.84,Refueling
164,8,7.2,2,2.68,7.51,A320neo,short_haul,False,True,6.37,16.68,26.23,15.9,21.72,25.1,Catering
124,48,3.66,1,3.1,4.48,A320neo,long_haul,False,True,0.56,14.97,20.41,20.89,21.39,14.99,Boarding
170,28,8.73,1,3.44,6.57,B737-800,medium_haul,False,True,4.74,19.35,25.01,22.43,23.4,23.41,Catering
160,70,6.73,1,4.08,2.1,A321,medium_haul,True,True,4.56,20.64,18.3,24.2,24.24,24.01,Boarding
120,54,7.82,0,3.45,3.76,B737-800,long_haul,False,True,0.32,13.4,20.86,22.52,22.1,19.91,Cleaning
130,49,5.07,2,5.6,8.8,B737-800,long_haul,False,False,5.17,24.33,27.51,20.73,19.22,15.57,Catering
143,12,7.58,2,5.1,0.6,B737-800,long_haul,True,True,0.13,23.3,17.96,18.98,21.77,18.26,Maintenance
85,14,7.05,3,5.34,0.31,A321,long_haul,False,True,3.31,26.04,13.72,16.49,18.49,22.09,Maintenance
70,32,7.32,0,3.19,0.6,E195-E2,short_haul,False,True,4.29,18.08,12.18,16.21,19.79,22.71,Refueling
111,68,5.71,0,2.17,5.37,B737-800,long_haul,True,True,1.8,13.11,25.01,21.71,23.74,23.73,Catering
138,47,0.51,3,2.45,3.71,E195-E2,long_haul,False,True,3.99,17.59,19.14,20.25,16.98,19.84,Cleaning
88,68,8.95,2,4.54,8.78,A321,short_haul,True,False,1.21,21.38,24.78,21.92,25.21,17.59,Boarding
210,17,1.43,0,3.03,4.71,B737-800,medium_haul,False,True,7.61,18.45,21.71,21.74,16.71,22.77,Refueling
83,71,8.77,0,3.88,9.59,A320neo,medium_haul,True,True,3.45,21.01,25.75,20.0,23.02,26.58,Refueling
209,30,1.6,2,5.22,7.79,B737-800,medium_haul,True,True,6.55,24.89,28.36,21.42,20.41,22.35,Catering
77,17,4.53,0,1.63,5.53,A320neo,medium_haul,True,True,4.2,15.35,21.52,16.29,18.54,21.73,Refueling
97,65,4.86,3,4.65,8.88,E195-E2,short_haul,False,True,7.09,28.25,27.91,17.77,18.75,26.86,Maintenance
80,37,3.37,3,6.35,2.62,E195-E2,medium_haul,False,True,7.06,30.93,16.95,15.77,15.96,23.59,Maintenance
214,16,0.89,1,2.08,9.52,B737-800,short_haul,True,True,3.2,13.77,29.69,19.81,19.47,16.97,Catering
79,9,9.11,0,3.65,6.18,A320neo,medium_haul,False,True,0.7,17.4,21.62,16.75,18.35,17.35,Catering
192,76,9.04,1,2.53,1.56,A320neo,short_haul,False,True,6.59,16.61,17.41,26.3,27.45,24.68,Boarding
88,35,4.91,1,3.69,6.88,B737-800,short_haul,False,False,1.05,15.87,22.41,17.78,16.13,12.64,Catering
157,38,7.02,1,1.97,9.52,B737-800,long_haul,False,True,7.87,16.44,28.9,23.48,23.7,25.36,Catering
215,69,1.38,0,3.52,8.15,A321,long_haul,False,False,2.07,15.05,28.74,26.14,19.28,12.71,Catering
135,73,4.95,2,4.99,7.28,E195-E2,short_haul,False,True,6.55,26.78,23.22,22.29,19.6,25.94,Maintenance
79,43,2.35,4,3.48,0.14,A320neo,short_haul,False,True,7.5,26.36,10.13,16.03,15.62,21.55,Maintenance
111,79,3.87,0,3.0,1.73,E195-E2,short_haul,False,True,6.94,18.38,13.28,20.03,20.62,28.61,Refueling
176,74,2.37,2,6.06,7.8,A320neo,short_haul,True,True,0.95,24.46,26.89,24.59,22.04,21.52,Catering
75,46,1.24,0,2.26,1.71,A321,medium_haul,False,False,7.8,15.67,13.28,18.13,17.1,17.89,Cleaning
154,64,4.58,3,4.16,2.75,A321,short_haul,False,True,4.17,24.39,16.75,21.2,21.21,22.56,Maintenance
167,26,6.7,0,4.85,6.21,B737-800,short_haul,True,False,7.97,19.0,22.69,18.54,22.86,20.34,Boarding
100,19,2.78,0,1.05,0.89,E195-E2,medium_haul,False,False,4.03,11.22,15.5,19.74,16.56,13.2,Cleaning
136,33,2.42,0,2.73,2.24,A321,short_haul,False,True,1.46,15.36,16.12,20.37,16.61,17.2,Cleaning
125,47,8.52,1,1.79,7.28,A320neo,medium_haul,False,False,2.15,15.33,26.06,20.39,20.56,15.71,Catering
170,61,7.93,3,6.21,3.07,E195-E2,long_haul,False,True,7.96,32.62,20.6,25.56,23.99,26.66,Maintenance
190,49,4.2,3,4.08,8.28,B737-800,short_haul,False,True,7.13,23.3,26.67,22.19,21.44,25.82,Catering
102,16,2.85,0,3.95,4.86,A320neo,short_haul,False,True,0.04,18.47,16.68,15.77,16.25,15.99,Maintenance
87,51,1.99,3,7.4,2.05,E195-E2,long_haul,False,True,5.03,32.41,15.44,17.68,15.29,22.25,Maintenance
139,13,1.32,3,4.91,8.97,B737-800,short_haul,False,True,7.28,25.24,24.32,16.03,17.34,20.89,Maintenance
203,39,5.82,4,1.63,7.87,E195-E2,short_haul,True,True,0.9,19.85,26.61,23.52,24.42,19.58,Catering
218,1,6.18,1,2.88,1.59,B737-800,short_haul,False,True,5.83,17.6,17.06,21.96,20.84,23.08,Refueling
150,67,2.37,1,6.01,6.34,B737-800,long_haul,True,True,0.96,25.11,24.98,24.98,23.6,20.1,Maintenance
98,20,3.64,2,2.96,2.59,A320neo,short_haul,False,False,4.93,18.34,15.4,16.17,14.59,17.83,Maintenance
95,15,7.89,3,4.64,1.56,B737-800,short_haul,False,True,0.46,23.77,14.62,18.47,18.81,18.05,Maintenance
152,42,0.97,1,4.08,0.44,A320neo,short_haul,False,True,4.46,19.73,12.77,20.0,16.89,22.05,Refueling
121,19,8.68,1,3.93,5.92,A320neo,short_haul,False,False,5.31,19.07,22.01,18.8,21.6,17.78,Catering
95,52,7.6,0,1.32,8.86,B737-800,short_haul,False,True,4.51,13.08,25.32,19.63,20.36,24.36,Catering
111,73,4.25,3,3.49,5.37,E195-E2,medium_haul,True,True,2.26,21.39,21.8,22.02,20.29,18.8,Cleaning
205,21,2.27,1,4.4,6.63,A321,short_haul,True,True,4.98,22.73,22.85,21.54,19.36,20.84,Catering
132,78,0.9,1,3.56,5.84,E195-E2,short_haul,False,True,4.79,19.65,20.48,20.75,17.91,22.29,Refueling
119,3,5.83,1,2.32,0.28,A320neo,short_haul,False,False,4.98,15.32,13.88,16.43,20.19,14.44,Boarding
131,39,7.3,2,4.77,7.09,A320neo,long_haul,True,False,7.1,22.92,24.49,22.44,24.84,21.3,Boarding
184,26,5.04,0,4.3,1.68,A320neo,medium_haul,False,False,2.63,18.62,15.98,18.63,20.77,12.37,Boarding
177,60,2.53,0,1.76,8.64,A321,long_haul,False,True,7.02,13.46,29.14,24.11,21.3,24.8,Catering
216,11,9.11,2,4.09,3.13,B737-800,short_haul,False,False,4.64,24.11,22.9,20.64,24.57,17.69,Boarding
99,83,5.98,1,5.55,1.84,A321,short_haul,True,True,6.18,25.74,17.62,18.92,23.34,25.03,Maintenance
174,79,8.21,1,3.74,8.68,A320neo,short_haul,False,False,4.87,18.28,28.53,26.61,25.12,21.24,Catering
173,15,6.91,3,1.02,6.64,B737-800,short_haul,False,False,0.55,14.81,23.12,18.3,22.41,14.24,Catering
169,21,5.38,2,3.68,5.0,A320neo,short_haul,False,True,4.85,21.28,20.95,19.5,20.63,20.64,Maintenance
108,7,7.97,1,3.99,2.5,A321,short_haul,False,True,3.57,23.73,14.58,14.76,20.15,22.42,Maintenance
119,38,5.68,1,1.37,0.46,E195-E2,long_haul,True,True,2.97,12.46,17.58,21.16,22.51,21.58,Boarding
70,51,2.31,2,6.06,2.39,A320neo,short_haul,True,False,1.72,26.4,15.43,17.46,18.45,12.93,Maintenance
84,76,6.06,0,0.0,6.4,A320neo,short_haul,False,True,0.21,7.19,23.02,19.61,19.27,18.75,Catering
139,52,5.0,2,2.73,1.13,B737-800,long_haul,False,True,6.97,19.75,19.49,22.09,19.36,26.72,Refueling
105,44,0.67,3,2.39,1.66,E195-E2,medium_haul,False,True,4.55,19.23,12.94,19.68,14.91,20.74,Refueling
95,80,6.45,1,2.57,5.53,A320neo,short_haul,True,True,3.93,15.98,22.57,22.24,22.1,21.86,Catering
131,39,5.89,4,7.17,1.95,B737-800,short_haul,False,True,4.58,33.54,15.57,19.55,19.18,22.75,Maintenance
113,58,3.12,0,1.22,7.85,A321,long_haul,False,True,7.07,14.5,26.83,20.79,20.61,23.53,Catering
102,14,6.77,2,3.98,8.54,E195-E2,long_haul,False,True,4.6,23.24,28.49,17.74,19.54,22.88,Catering
123,66,9.34,5,6.12,6.25,B737-800,short_haul,False,True,3.91,32.58,23.07,24.7,24.02,23.96,Maintenance
133,48,6.51,2,1.18,7.34,A320neo,long_haul,False,True,6.07,17.89,25.5,25.25,24.58,25.18,Catering
218,35,8.69,0,0.0,4.28,E195-E2,medium_haul,False,True,7.73,11.13,22.76,25.66,24.86,24.94,Cleaning
126,5,2.79,3,9.02,2.73,E195-E2,medium_haul,False,True,0.95,31.25,16.14,18.19,16.73,15.42,Maintenance
182,54,3.83,1,7.04,7.76,A321,long_haul,False,True,7.75,28.51,26.1,22.82,23.17,25.08,Maintenance
170,76,5.65,3,5.68,2.53,A321,short_haul,False,True,7.85,30.56,17.78,24.57,24.73,26.15,Maintenance
195,25,6.92,1,3.11,4.78,B737-800,medium_haul,True,True,1.81,17.54,20.16,22.62,24.59,21.0,Boarding
142,11,8.91,2,1.65,7.52,A320neo,short_haul,False,False,3.39,16.36,22.71,20.83,21.49,13.39,Catering
107,79,1.62,2,3.67,3.13,B737-800,medium_haul,False,True,6.05,21.15,19.92,22.22,18.54,22.88,Refueling
84,31,7.57,1,3.7,8.29,A320neo,short_haul,False,True,7.73,22.62,24.03,16.95,19.05,25.56,Refueling
146,84,2.53,2,3.03,6.46,A320neo,short_haul,False,False,6.22,22.55,22.08,22.5,21.03,17.97,Maintenance
82,42,2.66,1,2.72,4.8,B737-800,long_haul,False,True,2.59,14.7,20.18,18.24,17.83,19.8,Catering
156,80,3.77,1,4.22,8.67,B737-800,long_haul,True,False,2.55,18.99,29.26,24.9,24.5,17.89,Catering
119,78,7.41,3,4.66,0.16,E195-E2,long_haul,False,False,4.27,28.32,14.58,26.14,24.35,18.24,Maintenance
145,10,1.3,3,3.27,6.91,E195-E2,short_haul,False,True,3.49,18.47,20.88,15.58,15.25,15.87,Catering
112,77,8.14,4,8.4,6.66,A321,short_haul,True,True,5.21,39.04,22.35,19.14,24.62,24.71,Maintenance
184,75,6.76,1,3.72,7.88,A320neo,medium_haul,False,True,7.31,22.14,26.66,23.59,26.26,28.0,Refueling
179,24,1.97,1,3.03,1.06,A321,short_haul,False,True,7.5,17.39,15.34,20.03,19.79,24.15,Refueling
134,82,7.34,1,1.98,4.64,A321,short_haul,False,True,4.72,16.58,23.03,23.48,22.12,25.16,Refueling
99,7,3.1,2,1.05,2.05,B737-800,short_haul,False,True,0.25,12.86,15.19,17.7,15.6,16.57,Cleaning
86,27,2.78,0,4.62,0.12,B737-800,short_haul,False,False,4.58,22.15,11.84,13.98,14.79,14.88,Maintenance
137,17,4.37,2,0.07,6.57,A321,long_haul,True,False,0.39,11.67,23.11,22.11,19.52,7.74,Catering
170,84,3.3,1,3.18,3.46,A321,short_haul,False,True,5.09,18.48,19.02,24.59,22.0,24.17,Cleaning
184,13,5.38,2,3.49,7.7,B737-800,long_haul,False,True,6.34,20.87,26.92,23.16,19.54,24.1,Catering
191,42,5.59,6,7.9,6.77,B737-800,medium_haul,False,True,4.63,40.85,22.44,22.1,22.7,19.64,Maintenance
161,30,0.53,0,1.91,2.04,A320neo,long_haul,False,True,6.55,15.38,17.5,22.51,19.67,21.61,Cleaning
71,4,8.82,1,2.59,0.0,A320neo,long_haul,False,False,3.15,15.85,14.05,16.37,19.58,12.75,Boarding
211,36,2.6,1,2.09,2.68,A321,long_haul,True,True,1.02,13.08,20.72,25.21,24.35,18.41,Cleaning
82,81,3.47,3,7.08,7.36,E195-E2,medium_haul,False,True,7.27,31.55,22.46,16.74,18.6,26.83,Maintenance
92,37,1.71,2,4.91,2.82,E195-E2,short_haul,False,True,2.99,21.17,14.24,13.94,15.67,17.87,Maintenance
178,53,1.87,0,2.55,5.63,B737-800,short_haul,False,False,3.89,13.65,20.83,21.93,20.17,16.95,Cleaning
192,34,7.6,2,5.81,2.2,B737-800,medium_haul,False,True,4.8,27.13,19.23,22.33,22.26,22.73,Maintenance
189,30,7.61,2,4.15,6.56,A321,long_haul,False,False,5.24,26.11,25.89,22.32,23.11,16.04,Maintenance
217,10,6.27,1,1.18,2.33,A320neo,short_haul,True,True,6.94,15.33,15.35,19.82,23.71,23.81,Refueling
