aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
A320neo,seat_power_unit,2813,5.2,22.55,34.37,196,1907,43.82,0,1.73,0.12,0.2094,1,32,OK
A321,cabin_light_driver,15096,1.36,24.61,31.96,187,2287,37.96,1,3.98,2.57,0.2863,1,26,PLAN
E195-E2,seat_power_unit,21088,2.02,25.91,34.11,119,1197,31.57,1,4.2,1.62,0.0722,0,37,OK
B737-800,lavatory_sensor,29388,4.86,24.37,20.38,112,2363,31.08,2,5.17,0.59,0.3521,0,20,PLAN
E195-E2,cabin_light_driver,6488,4.49,24.16,21.24,143,2855,66.36,5,6.07,1.08,0.4934,1,9,SOON
B737-800,lavatory_sensor,18102,5.47,28.57,44.83,169,2927,43.7,0,4.9,2.87,0.6127,1,11,SOON
A321,cabin_light_driver,10948,2.34,16.61,22.65,96,2566,59.43,2,2.02,0.63,0.3938,0,30,PLAN
B737-800,seat_power_unit,15502,5.25,19.81,26.18,175,1887,61.84,1,3.52,0.6,0.2498,1,25,PLAN
A320neo,ife_display,15282,2.48,23.11,36.88,207,2706,53.7,3,8.07,2.2,0.6216,1,1,CRITICAL
A320neo,ife_display,11608,4.19,20.08,33.47,192,2979,62.44,2,3.67,1.11,0.7229,0,14,SOON
B737-800,lavatory_sensor,3314,4.96,21.42,47.74,149,1313,48.26,0,3.63,0.0,0.1447,0,45,OK
B737-800,lavatory_sensor,4884,1.69,28.15,38.67,116,2023,72.55,1,1.96,2.14,0.4377,0,24,PLAN
A320neo,ife_display,17531,1.85,22.4,29.22,116,2798,62.82,0,7.08,0.0,0.6521,1,2,CRITICAL
A321,galley_chiller,9130,3.57,16.0,48.69,177,2737,65.22,1,4.86,3.85,0.8644,1,0,CRITICAL
B737-800,seat_power_unit,12022,4.78,21.31,46.02,135,2063,31.11,1,1.48,3.21,0.237,0,36,OK
E195-E2,ife_display,5350,1.26,23.23,22.48,85,1122,52.74,1,5.71,0.0,0.1003,1,27,PLAN
B737-800,galley_chiller,4199,4.81,23.16,40.77,168,3736,14.97,0,1.87,0.68,0.8731,1,3,CRITICAL
A321,ife_display,6372,2.48,25.22,30.13,90,2248,73.22,3,6.08,0.08,0.5075,0,11,SOON
A321,lavatory_sensor,13439,2.77,24.9,29.84,213,2244,36.78,1,5.6,1.38,0.3566,0,24,PLAN
A321,ife_display,7411,2.46,22.44,58.56,130,1950,39.28,3,8.5,1.91,0.3258,0,16,SOON
B737-800,ife_display,9326,5.09,18.23,39.37,119,3130,23.39,2,4.7,1.25,0.583,1,9,SOON
E195-E2,seat_power_unit,11317,1.5,21.24,35.61,78,1280,47.35,2,4.39,0.0,0.093,0,38,OK
A321,lavatory_sensor,11015,3.54,20.51,38.93,94,3846,43.17,2,0.65,1.85,0.7757,1,11,SOON
A320neo,ife_display,3110,1.58,21.86,47.62,207,311,80.81,2,3.48,0.53,0.0066,0,50,OK
A320neo,seat_power_unit,6109,5.17,25.76,30.28,147,110,63.47,2,3.01,3.79,0.0011,1,43,OK
B737-800,galley_chiller,29594,4.57,24.62,32.16,200,2121,38.74,0,3.47,2.59,0.4937,1,18,PLAN
B737-800,lavatory_sensor,21637,1.98,26.3,45.22,208,3531,18.01,1,2.81,4.97,0.6297,0,11,SOON
A320neo,cabin_light_driver,6291,2.27,21.46,21.32,77,99,6.89,2,5.72,0.83,0.001,1,37,OK
A320neo,ife_display,10800,2.65,29.03,48.9,125,2802,29.53,1,2.74,5.39,0.6136,0,17,SOON
B737-800,cabin_light_driver,13604,2.76,25.69,20.34,191,1634,24.04,1,4.61,1.65,0.1279,0,38,PLAN
A320neo,seat_power_unit,28339,4.66,23.45,35.3,141,147,54.28,3,4.64,0.32,0.0008,0,38,OK
B737-800,galley_chiller,27602,3.5,25.41,20.41,143,1557,45.39,3,4.33,0.42,0.251,0,27,PLAN
A320neo,cabin_light_driver,24526,2.87,20.3,26.38,152,2672,48.31,2,3.02,1.01,0.3857,0,20,PLAN
A320neo,seat_power_unit,5805,4.21,16.0,52.27,171,2620,30.92,4,5.82,3.39,0.3849,0,9,SOON
E195-E2,lavatory_sensor,16632,3.01,20.57,49.49,206,3489,50.74,2,6.77,2.16,0.7499,0,0,CRITICAL
A320neo,galley_chiller,16437,1.49,25.99,50.66,198,4049,22.43,3,4.13,3.48,0.9708,1,0,CRITICAL
A320neo,galley_chiller,20778,1.39,23.32,22.06,160,279,46.41,1,4.44,0.04,0.0023,1,40,OK
A320neo,ife_display,26622,2.4,22.45,26.44,153,3526,62.94,1,4.62,0.26,0.8448,0,0,CRITICAL
A320neo,galley_chiller,11851,3.67,19.61,41.74,122,99,41.42,4,5.96,0.32,0.0002,0,37,PLAN
A320neo,cabin_light_driver,18506,1.52,16.0,45.87,86,3999,55.99,2,1.13,2.32,0.7177,1,19,PLAN
A320neo,cabin_light_driver,10239,3.43,28.7,29.21,172,3186,12.42,2,5.16,2.11,0.3606,0,15,SOON
A320neo,ife_display,8731,2.14,22.17,31.63,70,3901,10.97,3,2.14,0.0,0.67,0,2,CRITICAL
A320neo,ife_display,11635,4.1,21.28,25.56,171,333,53.89,3,2.16,0.04,0.0058,1,41,OK
B737-800,seat_power_unit,23541,1.03,20.31,56.24,142,359,66.85,2,1.95,2.87,0.0077,0,49,OK
B737-800,galley_chiller,15146,3.06,28.02,32.78,184,4041,43.71,3,5.16,3.14,0.9914,1,0,CRITICAL
A321,seat_power_unit,22013,1.14,26.53,38.34,207,1199,86.61,1,2.02,2.19,0.132,1,34,OK
A320neo,cabin_light_driver,22290,2.42,19.13,38.92,150,1601,22.02,1,1.17,2.42,0.1196,0,38,OK
A321,galley_chiller,13013,0.97,27.66,50.16,153,1259,35.76,1,5.03,4.91,0.1624,1,26,PLAN
E195-E2,galley_chiller,29732,3.06,22.42,27.52,140,693,50.52,3,5.4,0.44,0.0306,0,35,PLAN
E195-E2,cabin_light_driver,4105,4.43,20.56,50.85,124,346,56.36,1,5.11,3.13,0.01,0,41,OK
A320neo,lavatory_sensor,28092,1.36,21.83,23.93,82,606,37.49,3,3.54,0.0,0.0261,1,36,OK
A320neo,lavatory_sensor,3021,4.28,19.87,50.82,74,3480,28.93,2,4.19,1.08,0.6295,1,6,SOON
A320neo,seat_power_unit,13582,3.59,17.72,19.13,174,169,59.16,1,5.19,0.0,0.0011,0,47,PLAN
A320neo,ife_display,26076,3.22,26.1,36.85,202,3677,50.4,3,2.49,1.32,0.8578,1,0,CRITICAL
B737-800,ife_display,22095,3.66,22.12,55.88,77,949,41.8,5,4.76,2.2,0.0696,1,30,PLAN
A321,galley_chiller,11867,2.45,25.47,45.67,117,2504,56.98,0,5.59,4.24,0.7681,1,0,CRITICAL
A320neo,lavatory_sensor,27773,4.17,24.15,42.63,158,1099,45.55,3,4.89,1.29,0.1029,0,33,OK
A321,cabin_light_driver,6685,4.49,25.19,26.47,172,3659,45.48,3,4.58,0.73,0.5897,0,9,SOON
A321,galley_chiller,21713,4.48,16.0,29.92,176,223,44.82,0,3.73,1.0,0.0012,0,43,OK
A320neo,galley_chiller,17423,2.14,19.53,52.79,170,2946,33.22,3,7.65,1.2,0.7863,1,0,CRITICAL
B737-800,galley_chiller,8641,3.91,25.28,43.2,82,3835,31.39,3,5.41,2.35,0.9602,1,0,CRITICAL
A320neo,cabin_light_driver,28767,1.58,17.9,47.79,106,1839,38.54,2,4.38,2.64,0.1987,1,29,PLAN
E195-E2,seat_power_unit,24387,3.18,24.49,38.81,138,1881,48.58,1,3.72,2.97,0.2398,0,32,PLAN
A320neo,cabin_light_driver,3039,0.91,17.44,34.9,79,665,14.32,4,2.49,2.38,0.0188,0,46,OK
B737-800,lavatory_sensor,5249,1.79,23.07,46.43,119,3609,65.01,4,6.3,2.29,0.8199,1,0,CRITICAL
E195-E2,ife_display,4383,3.81,29.44,40.85,125,3932,48.33,0,1.72,3.4,0.9218,0,12,SOON
E195-E2,ife_display,14514,4.92,26.1,36.13,211,2065,28.83,2,2.03,1.9,0.3124,0,27,PLAN
B737-800,cabin_light_driver,14560,1.13,16.0,22.45,115,2856,77.1,1,0.61,0.73,0.5224,1,26,PLAN
B737-800,lavatory_sensor,23216,3.47,26.39,48.49,210,3122,48.75,0,0.43,2.94,0.6805,1,24,SOON
B737-800,galley_chiller,21862,3.83,30.29,42.84,171,1490,23.97,2,0.82,3.97,0.2074,1,51,OK
B737-800,seat_power_unit,3225,5.19,34.19,31.33,170,75,76.29,5,4.1,3.89,0.0014,0,42,OK
A320neo,lavatory_sensor,16226,3.91,24.9,50.97,188,579,72.39,2,3.52,3.2,0.0416,1,35,OK
A321,seat_power_unit,24930,1.37,17.54,40.68,192,3683,31.64,0,5.11,1.85,0.6223,1,10,SOON
A321,seat_power_unit,28110,1.58,24.74,40.9,102,3287,42.19,1,3.86,1.19,0.5743,1,21,SOON
E195-E2,cabin_light_driver,11039,3.82,29.38,47.72,131,443,39.76,1,4.21,5.38,0.0155,1,46,OK
A321,ife_display,4043,1.89,22.25,45.36,146,3300,13.99,2,6.6,2.08,0.5793,1,7,SOON
A321,lavatory_sensor,7111,5.17,27.17,41.23,211,3628,53.84,1,0.0,1.51,0.7898,1,19,SOON
B737-800,galley_chiller,12391,5.14,19.64,35.93,75,2253,63.21,1,5.05,2.11,0.6467,0,10,SOON
A320neo,seat_power_unit,15297,5.26,24.49,59.82,139,1883,59.82,1,4.32,2.43,0.2805,0,38,PLAN
A320neo,seat_power_unit,12708,2.25,16.0,29.93,101,4099,48.59,2,5.78,0.49,0.7705,1,0,CRITICAL
A321,galley_chiller,5353,4.2,19.2,46.21,99,3582,64.96,4,2.77,1.78,0.9787,1,0,CRITICAL
A321,seat_power_unit,12391,3.95,22.98,37.08,180,1621,27.56,2,3.27,2.12,0.1307,1,32,PLAN
A320neo,ife_display,10974,1.06,21.55,43.0,99,1986,80.73,1,2.07,1.68,0.4455,1,25,PLAN
A321,galley_chiller,16552,2.12,17.8,51.57,185,3865,34.1,5,4.23,2.86,0.9712,1,0,CRITICAL
A321,ife_display,5032,1.85,21.0,34.57,214,3782,36.1,1,7.91,0.0,0.7951,0,0,CRITICAL
A320neo,ife_display,25094,2.61,24.32,44.62,182,2606,37.65,1,2.73,0.97,0.501,1,27,PLAN
A321,galley_chiller,14559,5.28,22.66,40.92,94,2679,36.33,1,6.02,1.62,0.7004,1,9,SOON
B737-800,ife_display,11764,4.79,23.24,30.95,90,3035,44.53,2,5.57,0.28,0.6528,1,1,CRITICAL
A320neo,seat_power_unit,28363,2.25,25.93,51.84,133,1227,43.83,2,1.71,2.85,0.097,0,48,OK
E195-E2,galley_chiller,23794,3.34,21.63,45.82,149,3764,50.33,1,3.4,2.59,0.9798,1,2,CRITICAL
E195-E2,cabin_light_driver,6658,1.78,28.44,33.22,182,1248,33.26,3,4.96,2.0,0.093,0,30,PLAN
A321,cabin_light_driver,6930,2.18,19.04,50.14,131,3417,51.0,1,4.46,1.55,0.5793,0,17,SOON
A320neo,ife_display,2860,1.2,30.71,28.85,94,3373,28.37,2,4.9,3.37,0.7453,0,1,CRITICAL
A321,cabin_light_driver,18612,3.86,27.45,37.68,213,1226,61.18,1,6.91,0.74,0.1166,0,33,PLAN
B737-800,ife_display,12803,3.92,21.58,33.28,201,3322,60.96,2,5.94,1.99,0.8181,1,0,CRITICAL
B737-800,seat_power_unit,13377,4.76,21.84,46.26,164,3563,47.9,4,6.58,2.07,0.6797,0,0,CRITICAL
B737-800,cabin_light_driver,17165,4.91,23.83,32.72,170,2066,36.31,0,4.94,1.13,0.222,1,24,PLAN
A321,ife_display,18005,1.64,25.39,46.34,205,2240,53.6,2,6.74,1.99,0.4674,1,9,SOON
B737-800,lavatory_sensor,2827,4.32,27.38,44.54,138,2117,32.02,3,3.73,3.71,0.3397,0,30,PLAN
A320neo,lavatory_sensor,5838,1.52,17.64,33.87,91,241,48.62,4,2.56,0.98,0.0046,1,50,OK
B737-800,galley_chiller,25054,2.62,24.75,58.13,157,2243,45.27,4,4.91,4.12,0.6252,1,7,CRITICAL
A320neo,lavatory_sensor,29687,3.27,16.0,29.8,135,2782,95.34,0,0.73,0.0,0.6872,1,25,PLAN
B737-800,ife_display,26407,1.13,22.29,22.5,185,2327,25.91,1,1.98,0.42,0.3508,1,24,PLAN
E195-E2,galley_chiller,28355,1.62,28.82,47.42,181,2078,5.0,2,5.08,3.85,0.3273,1,9,SOON
A320neo,galley_chiller,15871,2.15,17.33,14.36,138,2085,36.52,2,3.9,0.1,0.4292,0,15,PLAN
B737-800,lavatory_sensor,26104,1.49,16.6,54.41,123,2227,17.12,1,4.92,3.76,0.3018,1,20,PLAN
A320neo,galley_chiller,27678,5.2,23.88,39.12,131,3813,34.92,1,4.9,0.25,0.9498,1,0,CRITICAL
B737-800,seat_power_unit,27976,2.23,28.55,22.3,161,1722,24.64,2,4.96,0.78,0.1449,0,24,PLAN
A320neo,cabin_light_driver,7012,3.21,24.3,27.57,162,966,31.72,4,3.12,0.5,0.049,0,39,PLAN
E195-E2,galley_chiller,6936,5.48,16.0,20.03,144,318,28.83,3,3.87,0.0,0.0026,0,43,OK
A320neo,lavatory_sensor,14153,3.51,16.27,42.21,147,3577,65.33,1,0.31,3.76,0.8306,1,8,SOON
E195-E2,lavatory_sensor,17004,2.79,23.39,23.4,213,788,47.13,0,4.22,1.27,0.0534,0,48,OK
B737-800,cabin_light_driver,29819,5.18,18.28,43.52,106,1745,67.36,1,7.21,2.23,0.2355,1,21,PLAN
B737-800,lavatory_sensor,11765,1.92,23.55,34.65,95,3116,48.73,0,3.52,1.88,0.643,0,18,PLAN
B737-800,lavatory_sensor,26249,1.73,23.78,32.77,185,781,64.71,1,4.23,2.2,0.0656,1,35,PLAN
B737-800,cabin_light_driver,27824,3.36,21.04,43.6,205,1006,42.56,3,3.89,1.22,0.0629,0,33,PLAN
E195-E2,cabin_light_driver,30019,2.87,30.26,44.86,158,2626,76.7,0,2.81,3.85,0.5393,1,26,PLAN
A320neo,seat_power_unit,8142,4.57,25.36,50.6,128,2596,56.48,2,6.59,3.05,0.4823,1,10,SOON
B737-800,lavatory_sensor,9620,1.09,27.85,31.03,120,1043,33.96,2,4.46,1.91,0.0868,1,34,PLAN
A320neo,seat_power_unit,9002,3.74,26.68,37.67,137,2249,59.14,1,4.9,1.54,0.3657,0,27,PLAN
B737-800,cabin_light_driver,23532,4.17,22.4,31.01,77,2904,48.49,1,6.09,0.46,0.4306,1,17,PLAN
A320neo,seat_power_unit,22165,5.37,22.22,39.79,146,954,44.35,3,6.83,1.86,0.0505,0,31,PLAN
B737-800,galley_chiller,14279,1.57,21.81,29.44,109,1850,49.73,0,3.86,1.65,0.398,0,18,PLAN
B737-800,seat_power_unit,5306,2.03,25.72,33.33,108,1193,61.52,2,4.49,0.58,0.0976,1,39,OK
A321,lavatory_sensor,17486,5.19,20.4,33.39,151,3857,9.88,4,4.7,0.92,0.5659,0,5,CRITICAL
A321,seat_power_unit,23452,3.8,29.9,41.23,209,1609,41.68,0,4.1,3.75,0.1781,0,33,OK
B737-800,seat_power_unit,16175,1.08,20.02,38.03,99,3517,60.29,3,4.11,0.15,0.6868,0,11,SOON
B737-800,ife_display,10361,1.26,23.86,43.57,202,3615,52.47,1,4.38,2.18,0.8531,1,0,CRITICAL
A321,cabin_light_driver,19500,4.51,22.08,36.82,145,737,27.73,1,5.62,1.23,0.0278,0,39,PLAN
B737-800,ife_display,21438,3.51,21.2,31.62,211,3862,5.38,1,0.71,0.13,0.6163,0,26,SOON
E195-E2,ife_display,19473,3.5,31.69,40.1,125,258,78.62,2,0.96,3.95,0.0053,0,50,OK
A320neo,lavatory_sensor,27419,4.95,21.24,27.91,214,1622,44.63,2,4.22,1.21,0.2148,1,29,PLAN
A320neo,ife_display,11652,2.01,21.78,44.26,165,702,75.25,2,5.5,2.7,0.0471,0,32,PLAN
A320neo,galley_chiller,19991,1.64,20.34,34.86,167,246,62.31,2,5.42,1.5,0.002,0,33,OK
B737-800,ife_display,26911,3.72,23.16,40.25,151,2290,33.71,2,2.12,3.27,0.4098,0,31,PLAN
A321,seat_power_unit,8797,4.96,22.59,40.42,135,2487,5.0,2,5.92,2.57,0.2175,1,26,PLAN
B737-800,galley_chiller,10740,2.12,18.52,55.62,146,2411,39.68,2,8.33,3.07,0.6507,1,0,CRITICAL
B737-800,lavatory_sensor,4186,4.03,21.3,42.2,193,1747,47.33,0,1.64,1.05,0.2518,0,47,OK
A320neo,galley_chiller,13374,1.6,25.44,38.81,184,3238,56.11,5,5.24,3.0,0.9408,1,0,CRITICAL
E195-E2,seat_power_unit,4058,1.69,27.11,30.38,73,2048,28.0,1,3.8,1.35,0.2182,0,37,OK
B737-800,seat_power_unit,23847,5.05,23.1,46.83,170,2221,51.2,1,3.52,2.66,0.3364,1,19,PLAN
A320neo,cabin_light_driver,5304,1.44,23.24,35.03,190,1845,51.2,2,6.47,0.0,0.2054,1,18,PLAN
A321,galley_chiller,22326,1.01,21.56,21.22,177,897,65.75,6,7.61,0.0,0.0713,1,19,PLAN
A320neo,seat_power_unit,19150,4.46,20.99,35.85,142,2704,42.48,3,4.33,0.0,0.4012,1,15,SOON
A320neo,lavatory_sensor,30658,2.57,19.32,40.11,118,3409,55.97,2,3.24,1.28,0.7321,1,11,SOON
A320neo,ife_display,12619,2.72,16.77,29.0,167,1289,53.19,4,2.65,0.0,0.1378,0,32,OK
E195-E2,ife_display,12523,4.58,20.19,36.7,166,1932,63.76,2,6.77,1.34,0.3717,1,15,PLAN
A321,cabin_light_driver,9655,1.73,26.62,37.21,124,3666,33.24,3,5.98,2.74,0.5693,1,6,SOON
A321,galley_chiller,17951,3.89,21.3,37.39,128,894,5.0,3,5.29,0.77,0.0299,1,35,OK
B737-800,ife_display,8984,2.34,21.62,51.58,123,1761,43.74,1,3.95,2.02,0.2714,1,25,PLAN
B737-800,lavatory_sensor,5997,1.38,21.54,23.57,76,1148,43.84,2,4.11,0.64,0.1069,1,38,OK
E195-E2,lavatory_sensor,29549,4.06,27.98,60.37,74,1440,27.16,1,0.57,4.32,0.1728,0,38,OK
B737-800,galley_chiller,21952,2.37,19.29,37.64,82,1915,20.85,0,1.24,2.59,0.3191,0,34,PLAN
A321,lavatory_sensor,6150,4.89,24.11,44.38,131,3788,37.66,1,3.38,1.25,0.7316,1,16,SOON
A321,lavatory_sensor,20229,5.13,22.73,39.41,144,110,45.93,2,3.9,1.98,0.0015,0,44,OK
E195-E2,seat_power_unit,11395,4.81,23.27,19.01,129,1506,49.72,2,4.28,0.37,0.1378,1,32,OK
B737-800,seat_power_unit,7877,2.38,23.98,26.38,208,3558,6.86,1,6.81,0.0,0.4079,0,0,CRITICAL
E195-E2,lavatory_sensor,16095,1.99,23.23,32.23,102,395,16.44,3,4.33,1.09,0.008,0,46,OK
A320neo,seat_power_unit,25011,5.01,26.17,48.93,126,2106,68.33,1,2.38,2.86,0.3673,1,31,PLAN
E195-E2,cabin_light_driver,2812,2.98,22.88,22.77,105,687,44.59,3,4.95,0.0,0.029,0,42,OK
B737-800,seat_power_unit,12816,4.16,29.98,28.59,113,2319,47.96,3,2.34,4.58,0.3974,1,35,PLAN
A320neo,cabin_light_driver,28770,4.7,23.18,39.81,154,2945,24.0,0,3.48,2.68,0.3628,1,27,PLAN
B737-800,lavatory_sensor,13920,2.18,16.19,43.2,114,2626,47.92,2,3.0,1.06,0.4974,1,25,PLAN
B737-800,ife_display,5594,1.45,25.55,42.87,116,2331,41.24,1,4.16,2.87,0.4596,1,23,PLAN
A320neo,galley_chiller,14886,3.77,24.57,27.18,167,3060,36.87,1,4.03,1.56,0.8303,1,3,CRITICAL
A321,galley_chiller,22045,3.61,23.13,20.42,190,2219,21.69,3,5.2,0.36,0.4151,1,10,SOON
B737-800,lavatory_sensor,30896,2.14,21.96,43.93,100,2535,32.37,1,4.88,0.81,0.402,1,19,SOON
A320neo,lavatory_sensor,20534,3.59,16.0,53.76,86,391,83.5,1,5.07,1.59,0.0191,0,34,OK
A321,galley_chiller,4224,4.54,16.0,34.2,104,146,41.71,1,8.01,1.62,0.0004,0,32,PLAN
A321,ife_display,25615,2.51,29.59,25.41,153,722,62.21,2,5.55,3.09,0.0491,1,34,OK
A320neo,cabin_light_driver,24798,2.01,20.66,33.27,209,2241,44.46,2,3.86,0.83,0.2771,0,26,PLAN
E195-E2,galley_chiller,21169,4.24,26.86,42.33,93,1660,42.38,0,2.66,3.93,0.3241,0,33,PLAN
B737-800,lavatory_sensor,28082,4.52,16.59,35.44,76,1538,36.55,3,5.47,2.57,0.186,0,23,PLAN
A320neo,seat_power_unit,24496,5.29,18.81,53.48,146,1869,72.22,2,6.93,3.77,0.309,1,19,PLAN
E195-E2,cabin_light_driver,9348,1.58,25.71,48.17,213,4057,54.72,2,5.84,4.05,0.7596,1,7,CRITICAL
E195-E2,seat_power_unit,14679,4.99,22.59,40.03,150,1581,33.79,1,2.47,1.52,0.1321,0,36,OK
A320neo,galley_chiller,17109,4.42,25.15,16.5,204,1854,40.91,3,6.26,0.0,0.3528,0,14,SOON
B737-800,ife_display,16581,4.13,22.95,30.39,163,2091,67.37,1,4.15,0.6,0.4311,0,25,PLAN
A320neo,galley_chiller,20813,2.34,22.17,31.97,74,3187,5.0,1,6.24,0.89,0.6576,1,0,CRITICAL
E195-E2,seat_power_unit,22586,1.0,20.28,29.79,131,3023,53.59,1,4.29,0.29,0.5356,1,19,SOON
B737-800,lavatory_sensor,5731,3.23,18.22,40.1,181,4016,57.68,2,4.78,1.2,0.8483,0,1,CRITICAL
B737-800,seat_power_unit,18829,2.21,28.61,40.33,143,2628,34.5,0,1.07,2.22,0.3996,1,35,PLAN
A320neo,cabin_light_driver,3894,2.23,29.27,19.59,98,3913,50.78,2,5.73,2.77,0.7149,0,7,SOON
E195-E2,seat_power_unit,17225,5.16,18.85,46.85,96,2529,57.04,1,1.25,3.46,0.4559,1,30,PLAN
A320neo,galley_chiller,14705,1.6,18.58,38.18,166,2234,25.84,0,3.96,3.56,0.4878,1,20,PLAN
A320neo,cabin_light_driver,8596,5.2,21.61,41.93,137,2313,63.15,0,2.21,1.89,0.3598,1,28,PLAN
A320neo,seat_power_unit,30741,3.22,24.36,46.19,153,1999,53.35,3,3.75,1.93,0.2745,1,28,PLAN
B737-800,seat_power_unit,10078,4.76,22.27,29.56,124,871,45.25,3,5.9,0.8,0.0398,1,27,PLAN
A320neo,lavatory_sensor,4388,2.2,25.0,51.85,119,1540,49.89,3,4.84,3.92,0.2372,1,29,PLAN
E195-E2,seat_power_unit,12909,3.82,22.8,36.44,166,2502,60.73,2,0.0,2.51,0.4451,0,24,PLAN
B737-800,cabin_light_driver,24158,3.46,22.54,54.64,71,2508,89.69,0,2.84,2.29,0.5094,1,21,PLAN
A320neo,ife_display,3061,5.15,32.65,28.17,133,700,58.98,4,4.7,5.03,0.0492,0,40,OK
A320neo,cabin_light_driver,16698,1.72,20.9,53.82,123,3306,62.59,1,6.01,2.6,0.6236,0,11,SOON
A320neo,galley_chiller,14569,1.84,29.56,28.06,183,2940,51.48,3,3.21,2.13,0.8788,1,0,CRITICAL
B737-800,seat_power_unit,27214,5.27,28.79,66.04,175,2181,82.23,1,7.2,4.9,0.4917,1,9,SOON
B737-800,cabin_light_driver,2878,1.35,25.02,27.53,131,1887,21.61,2,5.84,2.61,0.1647,0,26,PLAN
A320neo,lavatory_sensor,3288,3.82,16.0,49.62,108,2312,16.73,1,3.25,2.82,0.3047,1,29,OK
B737-800,cabin_light_driver,18733,1.18,23.12,34.01,104,2409,50.75,3,4.1,0.68,0.3309,1,27,PLAN
A320neo,galley_chiller,7858,1.25,20.94,45.87,100,1789,59.88,0,2.65,2.77,0.4195,0,30,PLAN
B737-800,ife_display,22653,3.65,23.08,37.55,109,3545,5.0,4,5.97,2.01,0.5673,0,0,CRITICAL
E195-E2,ife_display,10642,3.44,18.75,26.0,180,699,47.94,3,3.43,0.32,0.0321,0,36,OK
B737-800,ife_display,18652,3.54,26.03,12.0,76,1567,44.75,0,2.99,0.0,0.1993,0,35,OK
B737-800,galley_chiller,3864,3.08,26.94,65.58,73,1666,61.39,0,1.84,3.33,0.4121,0,32,PLAN
B737-800,galley_chiller,22357,4.31,27.68,38.8,148,463,55.72,3,6.73,1.34,0.0117,1,32,PLAN
A320neo,lavatory_sensor,17414,5.46,21.47,12.0,102,419,15.45,1,4.06,0.0,0.0085,1,40,OK
A320neo,seat_power_unit,2800,2.17,18.76,41.33,190,3661,28.56,2,3.46,1.46,0.5941,0,13,SOON
A320neo,galley_chiller,10296,2.39,24.41,45.59,179,3188,33.48,1,3.91,3.19,0.8682,1,0,CRITICAL
A321,galley_chiller,4476,2.39,30.02,30.13,181,1534,61.3,3,4.2,3.85,0.3344,0,21,PLAN
B737-800,seat_power_unit,4064,4.41,23.28,30.21,136,1135,54.74,2,4.86,1.06,0.081,1,34,PLAN
B737-800,seat_power_unit,22496,2.5,24.81,37.78,133,1702,36.83,4,3.14,0.0,0.1533,1,33,PLAN
E195-E2,ife_display,14866,4.01,22.06,51.23,131,2907,50.6,2,5.92,2.55,0.6889,0,4,CRITICAL
A320neo,seat_power_unit,25441,2.95,20.99,39.1,98,1255,28.96,0,3.51,0.0,0.07,0,47,OK
B737-800,galley_chiller,10069,3.7,25.63,54.1,152,327,84.89,1,3.54,3.86,0.0065,1,45,OK
A320neo,ife_display,23039,4.71,22.58,50.44,195,1757,58.34,2,5.36,3.04,0.3201,1,22,PLAN
A320neo,cabin_light_driver,20146,3.26,24.61,35.48,107,2478,62.15,1,4.45,1.51,0.3958,1,24,PLAN
B737-800,seat_power_unit,21496,3.09,25.03,20.72,78,2164,72.78,0,1.32,1.36,0.3691,1,37,OK
E195-E2,ife_display,26149,2.13,24.39,35.51,151,756,66.29,2,6.65,2.29,0.0511,0,34,PLAN
B737-800,seat_power_unit,22748,3.27,25.23,43.79,127,3466,48.57,3,0.36,2.34,0.6683,1,16,SOON
A320neo,ife_display,23825,2.11,19.59,38.66,185,2611,44.67,1,5.71,1.31,0.5381,1,8,SOON
B737-800,ife_display,23656,4.78,19.34,44.98,194,2969,71.19,2,4.01,0.67,0.7436,1,9,SOON
A320neo,lavatory_sensor,15405,2.69,22.83,47.5,207,3928,48.48,0,4.98,1.71,0.8139,1,1,CRITICAL
E195-E2,ife_display,23227,1.49,22.93,43.84,127,2133,34.52,0,5.79,0.89,0.3349,1,25,PLAN
B737-800,cabin_light_driver,26549,2.0,20.91,34.97,200,2398,83.4,1,2.98,0.29,0.417,1,29,PLAN
A320neo,seat_power_unit,23611,3.36,23.96,43.72,87,3145,31.15,2,3.62,1.12,0.479,0,13,SOON
A320neo,seat_power_unit,19936,5.11,26.63,62.59,124,3186,16.78,2,4.87,2.25,0.4669,0,9,SOON
A320neo,seat_power_unit,4887,2.28,27.75,21.61,108,3485,65.87,1,1.71,2.58,0.7569,1,21,SOON
E195-E2,galley_chiller,15111,2.12,28.65,43.36,203,2905,34.84,2,4.3,3.68,0.8216,1,0,CRITICAL
A321,seat_power_unit,4584,2.77,17.74,58.15,157,294,55.83,4,4.65,3.79,0.0045,0,40,OK
B737-800,seat_power_unit,5727,5.35,18.35,25.08,123,1475,80.71,3,2.71,1.26,0.1815,0,38,OK
B737-800,galley_chiller,12983,4.79,21.84,49.01,92,2452,23.25,2,4.06,2.58,0.5585,1,15,SOON
B737-800,cabin_light_driver,15888,1.59,23.32,50.48,183,1857,47.26,1,5.11,2.95,0.2283,0,22,PLAN
A320neo,cabin_light_driver,17678,3.72,22.05,21.75,164,234,74.7,0,4.43,0.45,0.0048,0,39,OK
