scenario_id,flight_number,regime,readiness_score,criticality_score,alert_level,at_risk,assistance_request,assistance_equipment_confirmed,assistance_readiness_state,action_queue_size,p1_action_count,p2_action_count,top_action_category,maintenance_failure_probability,maintenance_urgency,maintenance_remaining_flights,inventory_shortage_risk,inventory_risk_level,bottleneck_dominant,bottleneck_confidence,expected_delay_risk_min,expected_benefit_min,proactive_vs_reactive_delta_min,bottleneck_prob_maintenance,bottleneck_prob_catering,bottleneck_prob_cleaning,bottleneck_prob_boarding,bottleneck_prob_refueling,action_count_maintenance,action_count_inventory_catering,action_count_assistance,action_count_gate_turnaround,action_count_occ_coordination,action_count_boarding,action_count_refueling,action_count_cleaning,action_count_operator_oversight
jatm-0092-maintenance-heavy,JATM-0092,maintenance_heavy,25.1,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.858,CRITICAL,0,0.26,LOW,Maintenance,1.0,19.9,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0093-inventory-heavy,JATM-0093,inventory_heavy,59.3,62.7,Priority,True,True,True,confirmed,5,1,3,Inventory/Catering,0.212,OK,45,0.832,HIGH,Catering,0.985,16.7,6.7,7.9,0.0,0.985,0.001,0.013,0.0,0,2,0,1,1,0,0,0,1
jatm-0094-congestion-delay-heavy,JATM-0094,congestion_delay_heavy,46.1,72.3,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.143,OK,52,0.594,ELEVATED,Refueling,0.922,17.9,5.8,7.0,0.0,0.002,0.044,0.033,0.922,0,1,0,1,1,0,1,0,1
jatm-0095-assistance-readiness,JATM-0095,assistance_readiness,55.4,63.3,Priority,True,True,False,unconfirmed,4,1,1,Assistance,0.483,PLAN,23,0.273,LOW,Boarding,0.822,14.7,6.6,7.8,0.001,0.003,0.147,0.822,0.027,0,0,1,1,1,0,0,0,1
jatm-0096-composite-multi-risk,JATM-0096,composite_multi_risk,5.0,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.891,CRITICAL,0,0.876,HIGH,Maintenance,0.999,25.4,8.8,10.0,0.999,0.001,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0097-low-risk-routine,JATM-0097,low_risk_routine,82.3,28.5,Routine,False,False,False,not_required,2,0,0,Cleaning,0.16,OK,53,0.183,LOW,Cleaning,0.572,9.7,3.8,5.0,0.0,0.044,0.572,0.183,0.201,0,0,0,0,0,0,0,1,1
jatm-0098-maintenance-heavy,JATM-0098,maintenance_heavy,14.6,100.0,Critical,True,True,False,unconfirmed,6,3,2,Maintenance,0.758,CRITICAL,8,0.289,LOW,Maintenance,1.0,19.2,7.9,9.1,1.0,0.0,0.0,0.0,0.0,2,0,1,1,1,0,0,0,1
jatm-0099-inventory-heavy,JATM-0099,inventory_heavy,54.1,69.2,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.286,OK,40,0.874,HIGH,Catering,0.991,18.4,7.1,8.3,0.0,0.991,0.004,0.004,0.0,0,2,0,1,1,0,0,0,1
jatm-0100-congestion-delay-heavy,JATM-0100,congestion_delay_heavy,41.8,76.6,Priority,True,True,True,confirmed,6,2,2,Inventory/Catering,0.28,OK,39,0.777,HIGH,Boarding,0.675,16.9,5.8,7.0,0.002,0.017,0.047,0.675,0.26,0,1,0,3,1,0,0,0,1
jatm-0101-assistance-readiness,JATM-0101,assistance_readiness,71.6,39.4,Watch,False,True,False,unconfirmed,3,1,0,Assistance,0.211,OK,44,0.255,LOW,Boarding,0.501,10.0,4.8,6.0,0.015,0.064,0.142,0.501,0.279,0,0,1,1,0,0,0,0,1
jatm-0102-composite-multi-risk,JATM-0102,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.758,CRITICAL,6,0.878,HIGH,Maintenance,1.0,23.4,9.3,10.5,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0103-low-risk-routine,JATM-0103,low_risk_routine,83.0,28.1,Routine,False,False,False,not_required,2,0,0,Cleaning,0.158,OK,50,0.181,LOW,Cleaning,0.597,9.8,3.8,5.0,0.001,0.035,0.597,0.222,0.145,0,0,0,0,0,0,0,1,1
jatm-0104-maintenance-heavy,JATM-0104,maintenance_heavy,15.4,100.0,Critical,True,True,False,unconfirmed,6,3,2,Maintenance,0.873,CRITICAL,0,0.203,LOW,Maintenance,1.0,19.5,8.0,9.2,1.0,0.0,0.0,0.0,0.0,2,0,1,1,1,0,0,0,1
jatm-0105-inventory-heavy,JATM-0105,inventory_heavy,59.7,63.3,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.295,OK,40,0.865,HIGH,Catering,0.962,17.7,7.0,8.2,0.0,0.962,0.027,0.011,0.0,0,2,0,0,1,0,0,0,1
jatm-0106-congestion-delay-heavy,JATM-0106,congestion_delay_heavy,56.0,62.5,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.284,OK,34,0.737,ELEVATED,Refueling,0.708,15.8,5.9,7.1,0.0,0.173,0.05,0.07,0.708,0,1,0,1,1,0,1,0,1
jatm-0107-assistance-readiness,JATM-0107,assistance_readiness,66.6,47.4,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.212,OK,48,0.217,LOW,Boarding,0.753,11.9,5.4,6.6,0.0,0.015,0.202,0.753,0.03,0,0,1,2,1,0,0,0,1
jatm-0108-composite-multi-risk,JATM-0108,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.838,CRITICAL,1,0.879,HIGH,Maintenance,0.826,22.8,9.0,10.2,0.826,0.051,0.025,0.096,0.002,2,1,1,1,1,0,0,0,1
jatm-0109-low-risk-routine,JATM-0109,low_risk_routine,81.4,30.7,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.148,OK,55,0.159,LOW,Cleaning,0.697,10.5,4.1,5.3,0.0,0.017,0.697,0.166,0.12,0,0,0,0,1,0,0,1,1
jatm-0110-maintenance-heavy,JATM-0110,maintenance_heavy,25.3,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.851,CRITICAL,0,0.384,LOW,Maintenance,1.0,20.1,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0111-inventory-heavy,JATM-0111,inventory_heavy,39.8,83.9,Critical,True,True,False,unconfirmed,6,2,3,Inventory/Catering,0.361,PLAN,32,0.878,HIGH,Catering,0.95,18.5,8.1,9.3,0.0,0.95,0.007,0.043,0.001,0,2,1,1,1,0,0,0,1
jatm-0112-congestion-delay-heavy,JATM-0112,congestion_delay_heavy,56.9,59.6,Watch,True,False,False,not_required,5,1,2,Inventory/Catering,0.234,OK,42,0.799,HIGH,Boarding,0.56,14.2,5.4,6.6,0.021,0.326,0.084,0.56,0.009,0,1,0,2,1,0,0,0,1
jatm-0113-assistance-readiness,JATM-0113,assistance_readiness,65.8,48.8,Watch,True,True,True,confirmed,2,0,0,Gate/Turnaround,0.383,PLAN,29,0.291,LOW,Boarding,0.592,12.5,4.7,5.9,0.012,0.008,0.067,0.592,0.322,0,0,0,1,0,0,0,0,1
jatm-0114-composite-multi-risk,JATM-0114,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.881,CRITICAL,0,0.87,HIGH,Maintenance,0.994,23.2,9.6,10.8,0.994,0.004,0.0,0.002,0.0,2,1,1,1,1,0,0,0,1
jatm-0115-low-risk-routine,JATM-0115,low_risk_routine,84.3,24.5,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.174,OK,50,0.165,LOW,Boarding,0.42,8.3,3.3,4.5,0.002,0.167,0.408,0.42,0.003,0,0,0,1,0,0,0,0,1
jatm-0116-maintenance-heavy,JATM-0116,maintenance_heavy,31.0,95.6,Critical,True,False,False,not_required,4,1,2,Maintenance,0.925,CRITICAL,0,0.312,LOW,Maintenance,1.0,20.0,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0117-inventory-heavy,JATM-0117,inventory_heavy,49.9,76.2,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.512,PLAN,23,0.878,HIGH,Catering,0.998,19.5,7.7,8.9,0.0,0.998,0.001,0.001,0.0,0,2,0,0,1,0,0,0,1
jatm-0118-congestion-delay-heavy,JATM-0118,congestion_delay_heavy,45.9,71.2,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.248,OK,37,0.796,HIGH,Boarding,0.595,16.1,5.5,6.7,0.006,0.026,0.163,0.595,0.21,0,1,0,2,1,0,0,0,1
jatm-0119-assistance-readiness,JATM-0119,assistance_readiness,63.1,53.5,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.255,OK,45,0.395,LOW,Boarding,0.797,13.9,6.1,7.3,0.0,0.008,0.151,0.797,0.044,0,0,1,1,1,0,0,0,1
jatm-0120-composite-multi-risk,JATM-0120,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.784,CRITICAL,2,0.877,HIGH,Maintenance,0.997,24.5,9.4,10.6,0.997,0.0,0.0,0.002,0.0,2,1,1,1,1,0,0,0,1
jatm-0121-low-risk-routine,JATM-0121,low_risk_routine,82.5,27.2,Routine,False,False,False,not_required,2,0,0,Cleaning,0.13,OK,53,0.217,LOW,Cleaning,0.494,9.0,3.5,4.7,0.001,0.038,0.494,0.308,0.159,0,0,0,0,0,0,0,1,1
jatm-0122-maintenance-heavy,JATM-0122,maintenance_heavy,25.5,99.7,Critical,True,False,False,not_required,5,2,2,Maintenance,0.869,CRITICAL,4,0.223,LOW,Maintenance,1.0,19.7,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0123-inventory-heavy,JATM-0123,inventory_heavy,49.0,74.8,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.32,PLAN,32,0.867,HIGH,Catering,0.998,18.2,7.2,8.4,0.0,0.998,0.001,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0124-congestion-delay-heavy,JATM-0124,congestion_delay_heavy,47.4,73.2,Priority,True,True,True,confirmed,6,0,4,Inventory/Catering,0.326,OK,36,0.621,ELEVATED,Boarding,0.903,17.5,6.3,7.5,0.0,0.009,0.03,0.903,0.057,0,1,0,3,1,0,0,0,1
jatm-0125-assistance-readiness,JATM-0125,assistance_readiness,61.0,55.5,Watch,True,True,False,unconfirmed,6,1,3,Assistance,0.277,OK,40,0.51,ELEVATED,Boarding,0.703,13.8,6.2,7.4,0.001,0.079,0.217,0.703,0.0,0,1,1,2,1,0,0,0,1
jatm-0126-composite-multi-risk,JATM-0126,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,8,4,3,Maintenance,0.701,CRITICAL,7,0.879,HIGH,Catering,0.813,21.3,8.6,9.8,0.149,0.813,0.006,0.019,0.013,2,2,1,1,1,0,0,0,1
jatm-0127-low-risk-routine,JATM-0127,low_risk_routine,82.2,27.8,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.219,OK,46,0.157,LOW,Boarding,0.473,9.1,3.6,4.8,0.003,0.085,0.434,0.473,0.004,0,0,0,1,0,0,0,0,1
jatm-0128-maintenance-heavy,JATM-0128,maintenance_heavy,33.6,91.8,Critical,True,False,False,not_required,4,1,2,Maintenance,0.833,CRITICAL,2,0.302,LOW,Maintenance,1.0,18.8,7.3,8.5,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0129-inventory-heavy,JATM-0129,inventory_heavy,51.7,69.8,Priority,True,True,False,unconfirmed,5,2,2,Inventory/Catering,0.265,OK,45,0.872,HIGH,Catering,0.88,16.4,7.6,8.8,0.0,0.88,0.009,0.109,0.002,0,2,1,0,1,0,0,0,1
jatm-0130-congestion-delay-heavy,JATM-0130,congestion_delay_heavy,51.6,63.0,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.257,OK,41,0.771,HIGH,Refueling,0.406,14.0,4.9,6.1,0.001,0.317,0.085,0.191,0.406,0,1,0,1,1,0,1,0,1
jatm-0131-assistance-readiness,JATM-0131,assistance_readiness,55.7,61.2,Priority,True,True,False,unconfirmed,5,1,2,Assistance,0.354,PLAN,31,0.489,ELEVATED,Boarding,0.674,13.8,6.3,7.5,0.002,0.054,0.248,0.674,0.022,0,1,1,1,1,0,0,0,1
jatm-0132-composite-multi-risk,JATM-0132,composite_multi_risk,23.6,98.7,Critical,True,False,False,not_required,7,3,3,Maintenance,0.697,CRITICAL,6,0.879,HIGH,Catering,0.531,17.5,6.8,8.0,0.457,0.531,0.003,0.008,0.0,2,2,0,1,1,0,0,0,1
jatm-0133-low-risk-routine,JATM-0133,low_risk_routine,83.6,25.3,Routine,False,False,False,not_required,2,0,0,Cleaning,0.102,OK,57,0.243,LOW,Cleaning,0.445,8.4,3.3,4.5,0.001,0.055,0.445,0.198,0.301,0,0,0,0,0,0,0,1,1
jatm-0134-maintenance-heavy,JATM-0134,maintenance_heavy,24.0,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.889,CRITICAL,0,0.244,LOW,Maintenance,1.0,20.0,7.3,8.5,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0135-inventory-heavy,JATM-0135,inventory_heavy,43.5,81.2,Critical,True,False,False,not_required,5,2,2,Inventory/Catering,0.411,PLAN,30,0.878,HIGH,Catering,0.977,19.3,7.4,8.6,0.0,0.977,0.01,0.012,0.001,0,2,0,1,1,0,0,0,1
jatm-0136-congestion-delay-heavy,JATM-0136,congestion_delay_heavy,51.1,65.3,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.298,OK,38,0.869,HIGH,Cleaning,0.452,15.3,5.4,6.6,0.001,0.113,0.452,0.367,0.068,0,1,0,1,1,0,0,1,1
jatm-0137-assistance-readiness,JATM-0137,assistance_readiness,61.1,56.6,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.268,OK,39,0.332,LOW,Boarding,0.906,13.8,6.4,7.6,0.001,0.033,0.049,0.906,0.012,0,0,1,2,1,0,0,0,1
jatm-0138-composite-multi-risk,JATM-0138,composite_multi_risk,14.2,100.0,Critical,True,True,True,confirmed,7,3,3,Maintenance,0.659,CRITICAL,11,0.879,HIGH,Catering,0.926,21.0,7.9,9.1,0.046,0.926,0.002,0.026,0.0,2,2,0,1,1,0,0,0,1
jatm-0139-low-risk-routine,JATM-0139,low_risk_routine,78.9,32.5,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.111,OK,53,0.218,LOW,Cleaning,0.645,10.1,3.9,5.1,0.0,0.014,0.645,0.319,0.021,0,0,0,0,1,0,0,1,1
jatm-0140-maintenance-heavy,JATM-0140,maintenance_heavy,34.8,89.6,Critical,True,False,False,not_required,4,1,2,Maintenance,0.833,CRITICAL,0,0.183,LOW,Maintenance,1.0,18.4,7.0,8.2,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0141-inventory-heavy,JATM-0141,inventory_heavy,52.9,68.9,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.172,OK,47,0.876,HIGH,Catering,0.985,17.7,6.7,7.9,0.0,0.985,0.011,0.004,0.0,0,2,0,1,1,0,0,0,1
jatm-0142-congestion-delay-heavy,JATM-0142,congestion_delay_heavy,48.9,70.2,Priority,True,True,True,confirmed,5,2,1,Inventory/Catering,0.16,OK,47,0.752,HIGH,Boarding,0.859,16.6,6.0,7.2,0.001,0.047,0.042,0.859,0.051,0,1,0,2,1,0,0,0,1
jatm-0143-assistance-readiness,JATM-0143,assistance_readiness,66.6,47.2,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.218,OK,40,0.243,LOW,Boarding,0.705,12.0,5.4,6.6,0.0,0.015,0.199,0.705,0.081,0,0,1,1,1,0,0,0,1
jatm-0144-composite-multi-risk,JATM-0144,composite_multi_risk,7.6,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.694,CRITICAL,13,0.87,HIGH,Maintenance,0.663,20.9,7.2,8.4,0.663,0.194,0.004,0.004,0.136,2,1,0,1,1,0,0,0,1
jatm-0145-low-risk-routine,JATM-0145,low_risk_routine,79.7,31.7,Routine,False,False,False,not_required,2,0,0,Cleaning,0.212,OK,47,0.271,LOW,Cleaning,0.511,9.9,3.9,5.1,0.0,0.11,0.511,0.333,0.046,0,0,0,0,0,0,0,1,1
jatm-0146-maintenance-heavy,JATM-0146,maintenance_heavy,30.1,96.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.889,CRITICAL,0,0.315,LOW,Maintenance,1.0,19.9,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0147-inventory-heavy,JATM-0147,inventory_heavy,59.2,62.4,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.169,OK,45,0.843,HIGH,Catering,0.988,16.5,6.7,7.9,0.0,0.988,0.003,0.006,0.003,0,2,0,1,1,0,0,0,1
jatm-0148-congestion-delay-heavy,JATM-0148,congestion_delay_heavy,42.7,76.4,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.306,OK,36,0.676,ELEVATED,Refueling,0.774,18.7,6.0,7.2,0.024,0.013,0.067,0.122,0.774,0,1,0,1,1,0,1,0,1
jatm-0149-assistance-readiness,JATM-0149,assistance_readiness,67.4,47.3,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.273,OK,37,0.301,LOW,Boarding,0.693,12.2,5.6,6.8,0.001,0.028,0.122,0.693,0.155,0,0,1,1,1,0,0,0,1
jatm-0150-composite-multi-risk,JATM-0150,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.745,CRITICAL,7,0.88,HIGH,Maintenance,0.971,23.9,8.3,9.5,0.971,0.002,0.004,0.018,0.006,2,1,0,1,1,0,0,0,1
jatm-0151-low-risk-routine,JATM-0151,low_risk_routine,80.8,31.6,Routine,False,False,False,not_required,2,0,0,Cleaning,0.258,OK,46,0.202,LOW,Cleaning,0.591,10.4,4.1,5.3,0.002,0.036,0.591,0.275,0.095,0,0,0,0,0,0,0,1,1
jatm-0152-maintenance-heavy,JATM-0152,maintenance_heavy,30.2,95.8,Critical,True,False,False,not_required,4,1,2,Maintenance,0.859,CRITICAL,0,0.327,LOW,Maintenance,1.0,19.4,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0153-inventory-heavy,JATM-0153,inventory_heavy,52.0,70.7,Priority,True,True,True,confirmed,5,1,3,Inventory/Catering,0.32,PLAN,33,0.865,HIGH,Catering,0.92,17.8,6.9,8.1,0.0,0.92,0.01,0.068,0.001,0,2,0,1,1,0,0,0,1
jatm-0154-congestion-delay-heavy,JATM-0154,congestion_delay_heavy,48.6,68.1,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.246,OK,38,0.767,HIGH,Boarding,0.585,15.5,5.4,6.6,0.0,0.082,0.275,0.585,0.057,0,1,0,3,1,0,0,0,1
jatm-0155-assistance-readiness,JATM-0155,assistance_readiness,65.5,50.1,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.182,OK,44,0.32,LOW,Boarding,0.833,12.4,5.9,7.1,0.001,0.076,0.09,0.833,0.0,0,0,1,1,1,0,0,0,1
jatm-0156-composite-multi-risk,JATM-0156,composite_multi_risk,5.8,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.905,CRITICAL,0,0.874,HIGH,Maintenance,0.989,24.1,8.8,10.0,0.989,0.005,0.004,0.002,0.0,2,1,0,1,1,0,0,0,1
jatm-0157-low-risk-routine,JATM-0157,low_risk_routine,81.4,30.5,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.119,OK,53,0.183,LOW,Cleaning,0.693,10.4,4.0,5.2,0.0,0.02,0.693,0.285,0.002,0,0,0,0,1,0,0,1,1
jatm-0158-maintenance-heavy,JATM-0158,maintenance_heavy,29.9,96.9,Critical,True,False,False,not_required,4,1,2,Maintenance,0.875,CRITICAL,0,0.411,LOW,Maintenance,1.0,20.0,7.6,8.8,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0159-inventory-heavy,JATM-0159,inventory_heavy,57.9,65.0,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.249,OK,41,0.875,HIGH,Catering,0.99,17.6,7.0,8.2,0.0,0.99,0.004,0.007,0.0,0,2,0,0,1,0,0,0,1
jatm-0160-congestion-delay-heavy,JATM-0160,congestion_delay_heavy,39.0,77.9,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.292,PLAN,34,0.805,HIGH,Boarding,0.54,15.8,5.5,6.7,0.031,0.002,0.226,0.54,0.202,0,1,0,3,1,0,0,0,1
jatm-0161-assistance-readiness,JATM-0161,assistance_readiness,65.7,48.0,Watch,True,True,False,unconfirmed,3,1,0,Assistance,0.278,OK,39,0.353,LOW,Boarding,0.582,12.0,5.4,6.6,0.002,0.077,0.262,0.582,0.076,0,0,1,1,0,0,0,0,1
jatm-0162-composite-multi-risk,JATM-0162,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.693,CRITICAL,9,0.866,HIGH,Maintenance,0.999,21.9,9.1,10.3,0.999,0.001,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0163-low-risk-routine,JATM-0163,low_risk_routine,82.7,27.1,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.106,OK,52,0.165,LOW,Boarding,0.555,8.9,3.5,4.7,0.002,0.033,0.408,0.555,0.002,0,0,0,1,0,0,0,0,1
jatm-0164-maintenance-heavy,JATM-0164,maintenance_heavy,29.2,96.8,Critical,True,False,False,not_required,5,1,3,Maintenance,0.818,CRITICAL,5,0.396,LOW,Maintenance,1.0,19.7,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0165-inventory-heavy,JATM-0165,inventory_heavy,53.4,68.8,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.196,OK,46,0.879,HIGH,Catering,0.992,17.8,6.8,8.0,0.0,0.992,0.003,0.003,0.001,0,2,0,1,1,0,0,0,1
jatm-0166-congestion-delay-heavy,JATM-0166,congestion_delay_heavy,47.2,72.8,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.327,OK,34,0.822,HIGH,Refueling,0.732,17.2,6.3,7.5,0.0,0.012,0.09,0.166,0.732,0,1,0,1,1,0,1,0,1
jatm-0167-assistance-readiness,JATM-0167,assistance_readiness,80.4,32.3,Routine,False,True,True,confirmed,3,0,1,OCC coordination,0.13,OK,53,0.235,LOW,Boarding,0.715,10.6,4.2,5.4,0.0,0.019,0.19,0.715,0.076,0,0,0,1,1,0,0,0,1
jatm-0168-composite-multi-risk,JATM-0168,composite_multi_risk,5.1,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.817,CRITICAL,4,0.88,HIGH,Maintenance,0.989,23.3,8.6,9.8,0.989,0.008,0.001,0.002,0.0,2,1,0,1,1,0,0,0,1
jatm-0169-low-risk-routine,JATM-0169,low_risk_routine,85.8,21.4,Routine,False,False,False,not_required,2,0,0,Cleaning,0.107,OK,54,0.161,LOW,Cleaning,0.356,7.5,2.9,4.1,0.012,0.063,0.356,0.262,0.307,0,0,0,0,0,0,0,1,1
jatm-0170-maintenance-heavy,JATM-0170,maintenance_heavy,21.7,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.842,CRITICAL,1,0.254,LOW,Maintenance,1.0,19.8,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0171-inventory-heavy,JATM-0171,inventory_heavy,54.2,66.5,Priority,True,True,False,unconfirmed,5,2,2,Inventory/Catering,0.092,OK,52,0.852,HIGH,Catering,0.981,16.0,7.3,8.5,0.0,0.981,0.003,0.016,0.0,0,2,1,0,1,0,0,0,1
jatm-0172-congestion-delay-heavy,JATM-0172,congestion_delay_heavy,46.4,74.4,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.249,OK,42,0.758,HIGH,Refueling,0.91,17.6,6.4,7.6,0.0,0.032,0.012,0.046,0.91,0,1,0,1,1,0,1,0,1
jatm-0173-assistance-readiness,JATM-0173,assistance_readiness,61.3,56.0,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.237,OK,43,0.393,LOW,Boarding,0.874,13.9,6.3,7.5,0.0,0.042,0.079,0.874,0.004,0,0,1,2,1,0,0,0,1
jatm-0174-composite-multi-risk,JATM-0174,composite_multi_risk,10.5,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.85,CRITICAL,4,0.877,HIGH,Maintenance,0.451,20.0,7.0,8.2,0.451,0.229,0.031,0.287,0.002,2,1,0,1,1,0,0,0,1
jatm-0175-low-risk-routine,JATM-0175,low_risk_routine,83.2,24.7,Routine,False,False,False,not_required,2,0,0,Refueling,0.125,OK,50,0.218,LOW,Refueling,0.358,7.8,3.1,4.3,0.007,0.116,0.289,0.23,0.358,0,0,0,0,0,0,1,0,1
jatm-0176-maintenance-heavy,JATM-0176,maintenance_heavy,30.4,95.8,Critical,True,False,False,not_required,5,1,3,Maintenance,0.887,CRITICAL,1,0.31,LOW,Maintenance,1.0,19.4,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0177-inventory-heavy,JATM-0177,inventory_heavy,49.9,72.8,Priority,True,True,False,unconfirmed,5,2,2,Inventory/Catering,0.325,OK,36,0.879,HIGH,Catering,0.909,17.3,7.8,9.0,0.0,0.909,0.009,0.082,0.0,0,2,1,0,1,0,0,0,1
jatm-0178-congestion-delay-heavy,JATM-0178,congestion_delay_heavy,58.3,54.4,Watch,True,False,False,not_required,5,0,3,Inventory/Catering,0.189,OK,49,0.712,ELEVATED,Boarding,0.366,13.1,4.5,5.7,0.0,0.252,0.299,0.366,0.083,0,1,0,2,1,0,0,0,1
jatm-0179-assistance-readiness,JATM-0179,assistance_readiness,63.8,52.0,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.355,OK,34,0.403,LOW,Boarding,0.645,13.2,6.0,7.2,0.0,0.013,0.139,0.645,0.203,0,0,1,1,1,0,0,0,1
jatm-0180-composite-multi-risk,JATM-0180,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.756,CRITICAL,4,0.873,HIGH,Maintenance,0.999,22.9,9.3,10.5,0.999,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0181-low-risk-routine,JATM-0181,low_risk_routine,78.4,34.9,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.223,OK,50,0.256,LOW,Cleaning,0.657,11.2,4.4,5.6,0.0,0.033,0.657,0.247,0.064,0,0,0,0,1,0,0,1,1
jatm-0182-maintenance-heavy,JATM-0182,maintenance_heavy,30.6,95.4,Critical,True,False,False,not_required,5,1,3,Maintenance,0.926,CRITICAL,0,0.239,LOW,Maintenance,1.0,19.9,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0183-inventory-heavy,JATM-0183,inventory_heavy,61.0,61.1,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.201,OK,45,0.878,HIGH,Catering,0.976,17.0,6.8,8.0,0.0,0.976,0.012,0.008,0.003,0,2,0,0,1,0,0,0,1
jatm-0184-congestion-delay-heavy,JATM-0184,congestion_delay_heavy,53.8,63.7,Priority,True,False,False,not_required,6,2,2,Inventory/Catering,0.206,OK,50,0.793,HIGH,Boarding,0.669,15.0,5.7,6.9,0.0,0.02,0.311,0.669,0.0,0,1,0,3,1,0,0,0,1
