readiness_score,alert_level,dominant_signal,action_category,scenario_id,regime,baseline
45.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0238-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
76.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0239-assistance-readiness,assistance_readiness,static_delay_gate
56.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0240-composite-multi-risk,composite_multi_risk,static_delay_gate
89.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0241-low-risk-routine,low_risk_routine,static_delay_gate
71.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0242-maintenance-heavy,maintenance_heavy,static_delay_gate
79.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0243-inventory-heavy,inventory_heavy,static_delay_gate
59.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0244-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
83.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0245-assistance-readiness,assistance_readiness,static_delay_gate
62.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0246-composite-multi-risk,composite_multi_risk,static_delay_gate
87.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0247-low-risk-routine,low_risk_routine,static_delay_gate
78.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0248-maintenance-heavy,maintenance_heavy,static_delay_gate
84.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0249-inventory-heavy,inventory_heavy,static_delay_gate
53.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0250-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
78.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0251-assistance-readiness,assistance_readiness,static_delay_gate
52.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0252-composite-multi-risk,composite_multi_risk,static_delay_gate
87.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0253-low-risk-routine,low_risk_routine,static_delay_gate
75.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0254-maintenance-heavy,maintenance_heavy,static_delay_gate
79.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0255-inventory-heavy,inventory_heavy,static_delay_gate
59.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0256-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
80.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0257-assistance-readiness,assistance_readiness,static_delay_gate
65.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0258-composite-multi-risk,composite_multi_risk,static_delay_gate
89.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0259-low-risk-routine,low_risk_routine,static_delay_gate
78.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0260-maintenance-heavy,maintenance_heavy,static_delay_gate
72.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0261-inventory-heavy,inventory_heavy,static_delay_gate
53.1,Priority,Delay/Gate,Gate/Turnaround,jatm-0262-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
85.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0263-assistance-readiness,assistance_readiness,static_delay_gate
64.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0264-composite-multi-risk,composite_multi_risk,static_delay_gate
88.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0265-low-risk-routine,low_risk_routine,static_delay_gate
73.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0266-maintenance-heavy,maintenance_heavy,static_delay_gate
82.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0267-inventory-heavy,inventory_heavy,static_delay_gate
51.3,Priority,Delay/Gate,Gate/Turnaround,jatm-0268-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
87.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0269-assistance-readiness,assistance_readiness,static_delay_gate
52.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0270-composite-multi-risk,composite_multi_risk,static_delay_gate
88.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0271-low-risk-routine,low_risk_routine,static_delay_gate
76.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0272-maintenance-heavy,maintenance_heavy,static_delay_gate
81.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0273-inventory-heavy,inventory_heavy,static_delay_gate
46.5,Priority,Delay/Gate,Gate/Turnaround,jatm-0274-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
79.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0275-assistance-readiness,assistance_readiness,static_delay_gate
53.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0276-composite-multi-risk,composite_multi_risk,static_delay_gate
87.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0277-low-risk-routine,low_risk_routine,static_delay_gate
71.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0278-maintenance-heavy,maintenance_heavy,static_delay_gate
74.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0279-inventory-heavy,inventory_heavy,static_delay_gate
50.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0280-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
89.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0281-assistance-readiness,assistance_readiness,static_delay_gate
60.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0282-composite-multi-risk,composite_multi_risk,static_delay_gate
94.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0283-low-risk-routine,low_risk_routine,static_delay_gate
67.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0284-maintenance-heavy,maintenance_heavy,static_delay_gate
75.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0285-inventory-heavy,inventory_heavy,static_delay_gate
54.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0286-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
86.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0287-assistance-readiness,assistance_readiness,static_delay_gate
62.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0288-composite-multi-risk,composite_multi_risk,static_delay_gate
93.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0289-low-risk-routine,low_risk_routine,static_delay_gate
73.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0290-maintenance-heavy,maintenance_heavy,static_delay_gate
78.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0291-inventory-heavy,inventory_heavy,static_delay_gate
52.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0292-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
83.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0293-assistance-readiness,assistance_readiness,static_delay_gate
55.1,Priority,Delay/Gate,Gate/Turnaround,jatm-0294-composite-multi-risk,composite_multi_risk,static_delay_gate
94.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0295-low-risk-routine,low_risk_routine,static_delay_gate
78.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0296-maintenance-heavy,maintenance_heavy,static_delay_gate
73.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0297-inventory-heavy,inventory_heavy,static_delay_gate
65.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0298-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
82.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0299-assistance-readiness,assistance_readiness,static_delay_gate
63.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0300-composite-multi-risk,composite_multi_risk,static_delay_gate
92.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0301-low-risk-routine,low_risk_routine,static_delay_gate
78.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0302-maintenance-heavy,maintenance_heavy,static_delay_gate
77.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0303-inventory-heavy,inventory_heavy,static_delay_gate
56.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0304-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0305-assistance-readiness,assistance_readiness,static_delay_gate
64.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0306-composite-multi-risk,composite_multi_risk,static_delay_gate
95.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0307-low-risk-routine,low_risk_routine,static_delay_gate
75.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0308-maintenance-heavy,maintenance_heavy,static_delay_gate
77.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0309-inventory-heavy,inventory_heavy,static_delay_gate
49.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0310-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0311-assistance-readiness,assistance_readiness,static_delay_gate
56.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0312-composite-multi-risk,composite_multi_risk,static_delay_gate
87.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0313-low-risk-routine,low_risk_routine,static_delay_gate
77.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0314-maintenance-heavy,maintenance_heavy,static_delay_gate
77.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0315-inventory-heavy,inventory_heavy,static_delay_gate
63.4,Watch,Delay/Gate,Gate/Turnaround,jatm-0316-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
80.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0317-assistance-readiness,assistance_readiness,static_delay_gate
51.9,Priority,Delay/Gate,Gate/Turnaround,jatm-0318-composite-multi-risk,composite_multi_risk,static_delay_gate
93.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0319-low-risk-routine,low_risk_routine,static_delay_gate
76.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0320-maintenance-heavy,maintenance_heavy,static_delay_gate
75.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0321-inventory-heavy,inventory_heavy,static_delay_gate
56.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0322-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
78.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0323-assistance-readiness,assistance_readiness,static_delay_gate
58.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0324-composite-multi-risk,composite_multi_risk,static_delay_gate
91.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0325-low-risk-routine,low_risk_routine,static_delay_gate
67.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0326-maintenance-heavy,maintenance_heavy,static_delay_gate
81.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0327-inventory-heavy,inventory_heavy,static_delay_gate
56.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0328-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
78.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0329-assistance-readiness,assistance_readiness,static_delay_gate
50.5,Priority,Delay/Gate,Gate/Turnaround,jatm-0330-composite-multi-risk,composite_multi_risk,static_delay_gate
92.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0331-low-risk-routine,low_risk_routine,static_delay_gate
79.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0332-maintenance-heavy,maintenance_heavy,static_delay_gate
73.2,Watch,Delay/Gate,Gate/Turnaround,jatm-0333-inventory-heavy,inventory_heavy,static_delay_gate
53.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0334-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
82.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0335-assistance-readiness,assistance_readiness,static_delay_gate
49.9,Priority,Delay/Gate,Gate/Turnaround,jatm-0336-composite-multi-risk,composite_multi_risk,static_delay_gate
91.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0337-low-risk-routine,low_risk_routine,static_delay_gate
83.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0338-maintenance-heavy,maintenance_heavy,static_delay_gate
78.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0339-inventory-heavy,inventory_heavy,static_delay_gate
51.7,Priority,Delay/Gate,Gate/Turnaround,jatm-0340-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
77.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0341-assistance-readiness,assistance_readiness,static_delay_gate
68.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0342-composite-multi-risk,composite_multi_risk,static_delay_gate
89.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0343-low-risk-routine,low_risk_routine,static_delay_gate
77.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0344-maintenance-heavy,maintenance_heavy,static_delay_gate
80.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0345-inventory-heavy,inventory_heavy,static_delay_gate
50.9,Priority,Delay/Gate,Gate/Turnaround,jatm-0346-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
86.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0347-assistance-readiness,assistance_readiness,static_delay_gate
55.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0348-composite-multi-risk,composite_multi_risk,static_delay_gate
89.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0349-low-risk-routine,low_risk_routine,static_delay_gate
71.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0350-maintenance-heavy,maintenance_heavy,static_delay_gate
81.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0351-inventory-heavy,inventory_heavy,static_delay_gate
59.4,Watch,Delay/Gate,Gate/Turnaround,jatm-0352-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
89.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0353-assistance-readiness,assistance_readiness,static_delay_gate
49.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0354-composite-multi-risk,composite_multi_risk,static_delay_gate
92.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0355-low-risk-routine,low_risk_routine,static_delay_gate
75.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0356-maintenance-heavy,maintenance_heavy,static_delay_gate
78.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0357-inventory-heavy,inventory_heavy,static_delay_gate
56.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0358-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
74.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0359-assistance-readiness,assistance_readiness,static_delay_gate
67.9,Watch,Delay/Gate,Gate/Turnaround,jatm-0360-composite-multi-risk,composite_multi_risk,static_delay_gate
94.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0361-low-risk-routine,low_risk_routine,static_delay_gate
78.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0362-maintenance-heavy,maintenance_heavy,static_delay_gate
80.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0363-inventory-heavy,inventory_heavy,static_delay_gate
49.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0364-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0365-assistance-readiness,assistance_readiness,static_delay_gate
68.0,Watch,Delay/Gate,Gate/Turnaround,jatm-0366-composite-multi-risk,composite_multi_risk,static_delay_gate
92.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0367-low-risk-routine,low_risk_routine,static_delay_gate
72.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0368-maintenance-heavy,maintenance_heavy,static_delay_gate
80.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0369-inventory-heavy,inventory_heavy,static_delay_gate
61.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0370-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
77.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0371-assistance-readiness,assistance_readiness,static_delay_gate
56.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0372-composite-multi-risk,composite_multi_risk,static_delay_gate
92.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0373-low-risk-routine,low_risk_routine,static_delay_gate
74.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0374-maintenance-heavy,maintenance_heavy,static_delay_gate
76.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0375-inventory-heavy,inventory_heavy,static_delay_gate
51.6,Priority,Delay/Gate,Gate/Turnaround,jatm-0376-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
84.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0377-assistance-readiness,assistance_readiness,static_delay_gate
63.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0378-composite-multi-risk,composite_multi_risk,static_delay_gate
95.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0379-low-risk-routine,low_risk_routine,static_delay_gate
79.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0380-maintenance-heavy,maintenance_heavy,static_delay_gate
82.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0381-inventory-heavy,inventory_heavy,static_delay_gate
54.0,Priority,Delay/Gate,Gate/Turnaround,jatm-0382-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
79.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0383-assistance-readiness,assistance_readiness,static_delay_gate
54.8,Priority,Delay/Gate,Gate/Turnaround,jatm-0384-composite-multi-risk,composite_multi_risk,static_delay_gate
92.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0385-low-risk-routine,low_risk_routine,static_delay_gate
72.5,Watch,Delay/Gate,Gate/Turnaround,jatm-0386-maintenance-heavy,maintenance_heavy,static_delay_gate
86.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0387-inventory-heavy,inventory_heavy,static_delay_gate
63.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0388-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
88.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0389-assistance-readiness,assistance_readiness,static_delay_gate
50.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0390-composite-multi-risk,composite_multi_risk,static_delay_gate
94.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0391-low-risk-routine,low_risk_routine,static_delay_gate
80.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0392-maintenance-heavy,maintenance_heavy,static_delay_gate
77.1,Routine,Delay/Gate,Gate/Turnaround,jatm-0393-inventory-heavy,inventory_heavy,static_delay_gate
55.0,Priority,Delay/Gate,Gate/Turnaround,jatm-0394-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
79.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0395-assistance-readiness,assistance_readiness,static_delay_gate
59.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0396-composite-multi-risk,composite_multi_risk,static_delay_gate
86.0,Routine,Delay/Gate,Gate/Turnaround,jatm-0397-low-risk-routine,low_risk_routine,static_delay_gate
78.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0398-maintenance-heavy,maintenance_heavy,static_delay_gate
75.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0399-inventory-heavy,inventory_heavy,static_delay_gate
55.3,Priority,Delay/Gate,Gate/Turnaround,jatm-0400-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
81.4,Routine,Delay/Gate,Gate/Turnaround,jatm-0401-assistance-readiness,assistance_readiness,static_delay_gate
66.1,Watch,Delay/Gate,Gate/Turnaround,jatm-0402-composite-multi-risk,composite_multi_risk,static_delay_gate
92.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0403-low-risk-routine,low_risk_routine,static_delay_gate
76.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0404-maintenance-heavy,maintenance_heavy,static_delay_gate
73.6,Watch,Delay/Gate,Gate/Turnaround,jatm-0405-inventory-heavy,inventory_heavy,static_delay_gate
48.4,Priority,Delay/Gate,Gate/Turnaround,jatm-0406-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
76.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0407-assistance-readiness,assistance_readiness,static_delay_gate
64.7,Watch,Delay/Gate,Gate/Turnaround,jatm-0408-composite-multi-risk,composite_multi_risk,static_delay_gate
86.7,Routine,Delay/Gate,Gate/Turnaround,jatm-0409-low-risk-routine,low_risk_routine,static_delay_gate
71.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0410-maintenance-heavy,maintenance_heavy,static_delay_gate
79.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0411-inventory-heavy,inventory_heavy,static_delay_gate
64.3,Watch,Delay/Gate,Gate/Turnaround,jatm-0412-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
88.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0413-assistance-readiness,assistance_readiness,static_delay_gate
50.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0414-composite-multi-risk,composite_multi_risk,static_delay_gate
92.3,Routine,Delay/Gate,Gate/Turnaround,jatm-0415-low-risk-routine,low_risk_routine,static_delay_gate
75.5,Routine,Delay/Gate,Gate/Turnaround,jatm-0416-maintenance-heavy,maintenance_heavy,static_delay_gate
76.9,Routine,Delay/Gate,Gate/Turnaround,jatm-0417-inventory-heavy,inventory_heavy,static_delay_gate
48.2,Priority,Delay/Gate,Gate/Turnaround,jatm-0418-congestion-delay-heavy,congestion_delay_heavy,static_delay_gate
84.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0419-assistance-readiness,assistance_readiness,static_delay_gate
68.8,Watch,Delay/Gate,Gate/Turnaround,jatm-0420-composite-multi-risk,composite_multi_risk,static_delay_gate
89.2,Routine,Delay/Gate,Gate/Turnaround,jatm-0421-low-risk-routine,low_risk_routine,static_delay_gate
80.8,Routine,Delay/Gate,Gate/Turnaround,jatm-0422-maintenance-heavy,maintenance_heavy,static_delay_gate
80.6,Routine,Delay/Gate,Gate/Turnaround,jatm-0423-inventory-heavy,inventory_heavy,static_delay_gate
